iteration,timestamp,client_id,operation,target,phase,failed_node,first_seq,second_seq,max_visible_seq,missing_before_max,missing_count,read_concern,write_concern,causal_session,scenario,latency_ms,success,violation,error
174,1789628687.4323595,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,347,348,348,,0,majority,majority,True,failure,1.94,True,False,
175,1789628687.4345868,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,,349,350,350,,0,majority,majority,True,failure,2.22,True,False,
176,1789628687.4365146,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,351,352,352,,0,majority,majority,True,failure,1.92,True,False,
177,1789628687.4386206,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,,353,354,354,,0,majority,majority,True,failure,2.1,True,False,
178,1789628687.4418201,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,355,356,356,,0,majority,majority,True,failure,3.2,True,False,
179,1789628687.44374,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,,357,358,358,,0,majority,majority,True,failure,1.92,True,False,
180,1789628687.445704,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,359,360,360,,0,majority,majority,True,failure,1.96,True,False,
181,1789628687.4476566,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,,361,362,362,,0,majority,majority,True,failure,1.95,True,False,
182,1789628687.4493876,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,363,364,364,,0,majority,majority,True,failure,1.73,True,False,
183,1789628687.4512825,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,,365,366,366,,0,majority,majority,True,failure,1.89,True,False,
184,1789628687.453295,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,367,368,368,,0,majority,majority,True,failure,2.01,True,False,
185,1789628687.4554431,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,,369,370,370,,0,majority,majority,True,failure,2.14,True,False,
186,1789628687.4578457,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,371,372,372,,0,majority,majority,True,failure,2.4,True,False,
187,1789628687.4599726,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,,373,374,374,,0,majority,majority,True,failure,2.12,True,False,
188,1789628687.462536,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,375,376,376,,0,majority,majority,True,failure,2.56,True,False,
189,1789628687.46473,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,,377,378,378,,0,majority,majority,True,failure,2.19,True,False,
190,1789628687.4668913,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,379,380,380,,0,majority,majority,True,failure,2.16,True,False,
191,1789628687.4692295,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,,381,382,382,,0,majority,majority,True,failure,2.33,True,False,
192,1789628687.471408,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,383,384,384,,0,majority,majority,True,failure,2.18,True,False,
193,1789628687.473461,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,,385,386,386,,0,majority,majority,True,failure,2.05,True,False,
194,1789628687.475917,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,387,388,388,,0,majority,majority,True,failure,2.45,True,False,
195,1789628687.477838,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,,389,390,390,,0,majority,majority,True,failure,1.92,True,False,
196,1789628687.4800177,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,391,392,392,,0,majority,majority,True,failure,2.18,True,False,
197,1789628687.482217,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,,393,394,394,,0,majority,majority,True,failure,2.2,True,False,
198,1789628687.4846041,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,normal,,395,396,396,,0,majority,majority,True,failure,2.38,True,False,
199,1789628687.4866245,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,normal,,397,398,398,,0,majority,majority,True,failure,2.02,True,False,
200,1789628698.036539,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,399,400,400,,0,majority,majority,True,failure,221.04,True,False,
201,1789628698.039709,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,401,402,402,,0,majority,majority,True,failure,3.14,True,False,
202,1789628698.0431437,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,403,404,404,,0,majority,majority,True,failure,3.43,True,False,
203,1789628698.0460134,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,405,406,406,,0,majority,majority,True,failure,2.86,True,False,
204,1789628698.0490468,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,407,408,408,,0,majority,majority,True,failure,3.03,True,False,
205,1789628698.0520525,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,409,410,410,,0,majority,majority,True,failure,2.98,True,False,
206,1789628698.0546126,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,411,412,412,,0,majority,majority,True,failure,2.56,True,False,
207,1789628698.0569303,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,413,414,414,,0,majority,majority,True,failure,2.31,True,False,
208,1789628698.0597644,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,415,416,416,,0,majority,majority,True,failure,2.83,True,False,
209,1789628698.062134,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,417,418,418,,0,majority,majority,True,failure,2.37,True,False,
210,1789628698.0643048,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,419,420,420,,0,majority,majority,True,failure,2.17,True,False,
211,1789628698.0667486,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,421,422,422,,0,majority,majority,True,failure,2.44,True,False,
212,1789628698.0693684,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,423,424,424,,0,majority,majority,True,failure,2.62,True,False,
213,1789628698.0714798,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,425,426,426,,0,majority,majority,True,failure,2.11,True,False,
214,1789628698.073655,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,427,428,428,,0,majority,majority,True,failure,2.17,True,False,
215,1789628698.0761893,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,429,430,430,,0,majority,majority,True,failure,2.53,True,False,
216,1789628698.0789573,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,431,432,432,,0,majority,majority,True,failure,2.76,True,False,
217,1789628698.081347,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,433,434,434,,0,majority,majority,True,failure,2.39,True,False,
218,1789628698.0836434,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,435,436,436,,0,majority,majority,True,failure,2.29,True,False,
219,1789628698.0858111,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,437,438,438,,0,majority,majority,True,failure,2.16,True,False,
220,1789628698.0883303,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,439,440,440,,0,majority,majority,True,failure,2.52,True,False,
221,1789628698.0911558,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,441,442,442,,0,majority,majority,True,failure,2.82,True,False,
222,1789628698.0934937,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,443,444,444,,0,majority,majority,True,failure,2.33,True,False,
223,1789628698.0956538,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,445,446,446,,0,majority,majority,True,failure,2.16,True,False,
224,1789628698.098565,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,447,448,448,,0,majority,majority,True,failure,2.91,True,False,
225,1789628698.1007886,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,449,450,450,,0,majority,majority,True,failure,2.22,True,False,
226,1789628698.1030316,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,451,452,452,,0,majority,majority,True,failure,2.24,True,False,
227,1789628698.1053972,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,453,454,454,,0,majority,majority,True,failure,2.36,True,False,
228,1789628698.1080732,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,455,456,456,,0,majority,majority,True,failure,2.67,True,False,
229,1789628698.11023,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,457,458,458,,0,majority,majority,True,failure,2.15,True,False,
230,1789628698.112428,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,459,460,460,,0,majority,majority,True,failure,2.19,True,False,
231,1789628698.114768,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,461,462,462,,0,majority,majority,True,failure,2.34,True,False,
232,1789628698.1171842,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,463,464,464,,0,majority,majority,True,failure,2.41,True,False,
233,1789628698.1193063,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,465,466,466,,0,majority,majority,True,failure,2.12,True,False,
234,1789628698.1216807,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,467,468,468,,0,majority,majority,True,failure,2.37,True,False,
235,1789628698.1238165,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,469,470,470,,0,majority,majority,True,failure,2.13,True,False,
236,1789628698.1265004,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,471,472,472,,0,majority,majority,True,failure,2.68,True,False,
237,1789628698.1288142,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,473,474,474,,0,majority,majority,True,failure,2.31,True,False,
238,1789628698.1309936,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,475,476,476,,0,majority,majority,True,failure,2.18,True,False,
239,1789628698.1330333,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,477,478,478,,0,majority,majority,True,failure,2.04,True,False,
240,1789628698.1358426,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,479,480,480,,0,majority,majority,True,failure,2.81,True,False,
241,1789628698.1378741,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,481,482,482,,0,majority,majority,True,failure,2.03,True,False,
242,1789628698.139906,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,483,484,484,,0,majority,majority,True,failure,2.03,True,False,
243,1789628698.1421516,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,485,486,486,,0,majority,majority,True,failure,2.24,True,False,
244,1789628698.1445553,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,487,488,488,,0,majority,majority,True,failure,2.4,True,False,
245,1789628698.1466675,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,489,490,490,,0,majority,majority,True,failure,2.11,True,False,
246,1789628698.1486843,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,491,492,492,,0,majority,majority,True,failure,2.01,True,False,
247,1789628698.1511655,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,493,494,494,,0,majority,majority,True,failure,2.48,True,False,
248,1789628698.1536026,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,495,496,496,,0,majority,majority,True,failure,2.43,True,False,
249,1789628698.1556518,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,497,498,498,,0,majority,majority,True,failure,2.05,True,False,
250,1789628698.1590493,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,499,500,500,,0,majority,majority,True,failure,3.39,True,False,
251,1789628698.1610801,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,501,502,502,,0,majority,majority,True,failure,2.01,True,False,
252,1789628698.1637735,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,503,504,504,,0,majority,majority,True,failure,2.69,True,False,
253,1789628698.1661818,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,505,506,506,,0,majority,majority,True,failure,2.41,True,False,
254,1789628698.1684213,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,507,508,508,,0,majority,majority,True,failure,2.24,True,False,
255,1789628698.1706953,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,509,510,510,,0,majority,majority,True,failure,2.27,True,False,
256,1789628698.1732943,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,511,512,512,,0,majority,majority,True,failure,2.6,True,False,
257,1789628698.1754055,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,513,514,514,,0,majority,majority,True,failure,2.11,True,False,
258,1789628698.1774344,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,515,516,516,,0,majority,majority,True,failure,2.03,True,False,
259,1789628698.1798027,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,517,518,518,,0,majority,majority,True,failure,2.37,True,False,
260,1789628698.1824746,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,519,520,520,,0,majority,majority,True,failure,2.67,True,False,
261,1789628698.184629,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,521,522,522,,0,majority,majority,True,failure,2.15,True,False,
262,1789628698.1869457,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,523,524,524,,0,majority,majority,True,failure,2.31,True,False,
263,1789628698.189554,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,525,526,526,,0,majority,majority,True,failure,2.6,True,False,
264,1789628698.1920035,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,527,528,528,,0,majority,majority,True,failure,2.45,True,False,
265,1789628698.1942668,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,529,530,530,,0,majority,majority,True,failure,2.26,True,False,
266,1789628698.1965156,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,531,532,532,,0,majority,majority,True,failure,2.25,True,False,
267,1789628698.1987162,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,533,534,534,,0,majority,majority,True,failure,2.2,True,False,
268,1789628698.201435,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,535,536,536,,0,majority,majority,True,failure,2.72,True,False,
269,1789628698.20391,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,537,538,538,,0,majority,majority,True,failure,2.47,True,False,
270,1789628698.2059855,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,539,540,540,,0,majority,majority,True,failure,2.07,True,False,
271,1789628698.2080061,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,541,542,542,,0,majority,majority,True,failure,2.02,True,False,
272,1789628698.2105904,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,543,544,544,,0,majority,majority,True,failure,2.58,True,False,
273,1789628698.2125614,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,545,546,546,,0,majority,majority,True,failure,1.97,True,False,
274,1789628698.2147238,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,547,548,548,,0,majority,majority,True,failure,2.16,True,False,
275,1789628698.2170181,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,549,550,550,,0,majority,majority,True,failure,2.29,True,False,
276,1789628698.2198067,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,551,552,552,,0,majority,majority,True,failure,2.79,True,False,
277,1789628698.2219317,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,553,554,554,,0,majority,majority,True,failure,2.12,True,False,
278,1789628698.2240834,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,555,556,556,,0,majority,majority,True,failure,2.15,True,False,
279,1789628698.2264693,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,557,558,558,,0,majority,majority,True,failure,2.38,True,False,
280,1789628698.2287915,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,559,560,560,,0,majority,majority,True,failure,2.32,True,False,
281,1789628698.231122,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,561,562,562,,0,majority,majority,True,failure,2.33,True,False,
282,1789628698.2331357,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,563,564,564,,0,majority,majority,True,failure,2.01,True,False,
283,1789628698.2353644,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,565,566,566,,0,majority,majority,True,failure,2.23,True,False,
284,1789628698.2379694,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,567,568,568,,0,majority,majority,True,failure,2.6,True,False,
285,1789628698.2404587,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,569,570,570,,0,majority,majority,True,failure,2.49,True,False,
286,1789628698.242517,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,571,572,572,,0,majority,majority,True,failure,2.05,True,False,
287,1789628698.2445645,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,573,574,574,,0,majority,majority,True,failure,2.04,True,False,
288,1789628698.247445,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,575,576,576,,0,majority,majority,True,failure,2.88,True,False,
289,1789628698.249426,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,577,578,578,,0,majority,majority,True,failure,1.98,True,False,
290,1789628698.2515965,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,579,580,580,,0,majority,majority,True,failure,2.17,True,False,
291,1789628698.2537901,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,581,582,582,,0,majority,majority,True,failure,2.19,True,False,
292,1789628698.2561522,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,583,584,584,,0,majority,majority,True,failure,2.36,True,False,
293,1789628698.2584853,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,585,586,586,,0,majority,majority,True,failure,2.33,True,False,
294,1789628698.2604434,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,587,588,588,,0,majority,majority,True,failure,1.95,True,False,
295,1789628698.2629955,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,589,590,590,,0,majority,majority,True,failure,2.55,True,False,
296,1789628698.26559,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,591,592,592,,0,majority,majority,True,failure,2.59,True,False,
297,1789628698.2676883,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,593,594,594,,0,majority,majority,True,failure,2.1,True,False,
298,1789628698.271459,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,595,596,596,,0,majority,majority,True,failure,3.77,True,False,
299,1789628698.2736282,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,597,598,598,,0,majority,majority,True,failure,2.17,True,False,
300,1789628698.276194,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,599,600,600,,0,majority,majority,True,failure,2.56,True,False,
301,1789628698.2786615,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,601,602,602,,0,majority,majority,True,failure,2.45,True,False,
302,1789628698.2808187,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,603,604,604,,0,majority,majority,True,failure,2.15,True,False,
303,1789628698.28302,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,605,606,606,,0,majority,majority,True,failure,2.2,True,False,
304,1789628698.2858558,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,607,608,608,,0,majority,majority,True,failure,2.83,True,False,
305,1789628698.2880666,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,609,610,610,,0,majority,majority,True,failure,2.21,True,False,
306,1789628698.2901196,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,611,612,612,,0,majority,majority,True,failure,2.05,True,False,
307,1789628698.2924016,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,613,614,614,,0,majority,majority,True,failure,2.28,True,False,
308,1789628698.2949123,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,615,616,616,,0,majority,majority,True,failure,2.51,True,False,
309,1789628698.2968502,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,617,618,618,,0,majority,majority,True,failure,1.94,True,False,
310,1789628698.2990057,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,619,620,620,,0,majority,majority,True,failure,2.15,True,False,
311,1789628698.301435,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,621,622,622,,0,majority,majority,True,failure,2.43,True,False,
312,1789628698.3040128,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,623,624,624,,0,majority,majority,True,failure,2.57,True,False,
313,1789628698.3060532,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,625,626,626,,0,majority,majority,True,failure,2.04,True,False,
314,1789628698.308447,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,627,628,628,,0,majority,majority,True,failure,2.39,True,False,
315,1789628698.3107061,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,629,630,630,,0,majority,majority,True,failure,2.26,True,False,
316,1789628698.313262,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,631,632,632,,0,majority,majority,True,failure,2.55,True,False,
317,1789628698.3155982,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,633,634,634,,0,majority,majority,True,failure,2.33,True,False,
318,1789628698.317757,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,635,636,636,,0,majority,majority,True,failure,2.16,True,False,
319,1789628698.3202372,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,637,638,638,,0,majority,majority,True,failure,2.48,True,False,
320,1789628698.3231716,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,639,640,640,,0,majority,majority,True,failure,2.93,True,False,
321,1789628698.3252864,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,641,642,642,,0,majority,majority,True,failure,2.11,True,False,
322,1789628698.3274906,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,643,644,644,,0,majority,majority,True,failure,2.2,True,False,
323,1789628698.329729,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,645,646,646,,0,majority,majority,True,failure,2.23,True,False,
324,1789628698.332232,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,647,648,648,,0,majority,majority,True,failure,2.5,True,False,
325,1789628698.3346596,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,649,650,650,,0,majority,majority,True,failure,2.42,True,False,
326,1789628698.3366728,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,651,652,652,,0,majority,majority,True,failure,2.01,True,False,
327,1789628698.3390956,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,653,654,654,,0,majority,majority,True,failure,2.42,True,False,
328,1789628698.3416944,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,655,656,656,,0,majority,majority,True,failure,2.6,True,False,
329,1789628698.3438544,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,657,658,658,,0,majority,majority,True,failure,2.16,True,False,
330,1789628698.3462758,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,659,660,660,,0,majority,majority,True,failure,2.42,True,False,
331,1789628698.3484514,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,661,662,662,,0,majority,majority,True,failure,2.17,True,False,
332,1789628698.3512309,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,663,664,664,,0,majority,majority,True,failure,2.78,True,False,
333,1789628698.3534682,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,665,666,666,,0,majority,majority,True,failure,2.23,True,False,
334,1789628698.355765,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,667,668,668,,0,majority,majority,True,failure,2.29,True,False,
335,1789628698.3577695,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,669,670,670,,0,majority,majority,True,failure,2.0,True,False,
336,1789628698.3604872,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,671,672,672,,0,majority,majority,True,failure,2.71,True,False,
337,1789628698.362676,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,673,674,674,,0,majority,majority,True,failure,2.19,True,False,
338,1789628698.3646474,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,675,676,676,,0,majority,majority,True,failure,1.97,True,False,
339,1789628698.3669229,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27018,failure,mongo1,677,678,678,,0,majority,majority,True,failure,2.27,True,False,
340,1789628698.3696334,client_mw,WRITE_PAIR_THEN_READ_SECONDARY,localhost:27019,failure,mongo1,679,680,680,,0,majority,majority,True,failure,2.71,True,False,
