iteration,timestamp,client_id,operation,phase,scenario,partitioned_node,requested_version,observed_version,read_concern,write_concern,causal_session,latency_ms,success,violation,error
259,1789629776.5971882,client_A,WRITE_THEN_READ,partition,partition,mongo2,259,199,local,1,False,0.62,True,True,
260,1789629776.5977972,client_A,WRITE_THEN_READ,partition,partition,mongo2,260,199,local,1,False,0.61,True,True,
261,1789629776.5984807,client_A,WRITE_THEN_READ,partition,partition,mongo2,261,199,local,1,False,0.68,True,True,
262,1789629776.5990865,client_A,WRITE_THEN_READ,partition,partition,mongo2,262,199,local,1,False,0.6,True,True,
263,1789629776.5996027,client_A,WRITE_THEN_READ,partition,partition,mongo2,263,199,local,1,False,0.51,True,True,
264,1789629776.6002092,client_A,WRITE_THEN_READ,partition,partition,mongo2,264,199,local,1,False,0.6,True,True,
265,1789629776.6007895,client_A,WRITE_THEN_READ,partition,partition,mongo2,265,199,local,1,False,0.58,True,True,
266,1789629776.6013358,client_A,WRITE_THEN_READ,partition,partition,mongo2,266,199,local,1,False,0.54,True,True,
267,1789629776.6019533,client_A,WRITE_THEN_READ,partition,partition,mongo2,267,199,local,1,False,0.62,True,True,
268,1789629776.602589,client_A,WRITE_THEN_READ,partition,partition,mongo2,268,199,local,1,False,0.63,True,True,
269,1789629776.603157,client_A,WRITE_THEN_READ,partition,partition,mongo2,269,199,local,1,False,0.57,True,True,
270,1789629776.6037145,client_A,WRITE_THEN_READ,partition,partition,mongo2,270,199,local,1,False,0.56,True,True,
271,1789629776.604391,client_A,WRITE_THEN_READ,partition,partition,mongo2,271,199,local,1,False,0.67,True,True,
272,1789629776.6049645,client_A,WRITE_THEN_READ,partition,partition,mongo2,272,199,local,1,False,0.57,True,True,
273,1789629776.60562,client_A,WRITE_THEN_READ,partition,partition,mongo2,273,199,local,1,False,0.65,True,True,
274,1789629776.6062157,client_A,WRITE_THEN_READ,partition,partition,mongo2,274,199,local,1,False,0.59,True,True,
275,1789629776.6068032,client_A,WRITE_THEN_READ,partition,partition,mongo2,275,199,local,1,False,0.59,True,True,
276,1789629776.6073616,client_A,WRITE_THEN_READ,partition,partition,mongo2,276,199,local,1,False,0.56,True,True,
277,1789629776.6078393,client_A,WRITE_THEN_READ,partition,partition,mongo2,277,199,local,1,False,0.48,True,True,
278,1789629776.608519,client_A,WRITE_THEN_READ,partition,partition,mongo2,278,199,local,1,False,0.68,True,True,
279,1789629776.6091642,client_A,WRITE_THEN_READ,partition,partition,mongo2,279,199,local,1,False,0.64,True,True,
280,1789629776.609709,client_A,WRITE_THEN_READ,partition,partition,mongo2,280,199,local,1,False,0.54,True,True,
281,1789629776.6103108,client_A,WRITE_THEN_READ,partition,partition,mongo2,281,199,local,1,False,0.6,True,True,
282,1789629776.6108854,client_A,WRITE_THEN_READ,partition,partition,mongo2,282,199,local,1,False,0.57,True,True,
283,1789629776.6114194,client_A,WRITE_THEN_READ,partition,partition,mongo2,283,199,local,1,False,0.53,True,True,
284,1789629776.6119518,client_A,WRITE_THEN_READ,partition,partition,mongo2,284,199,local,1,False,0.53,True,True,
285,1789629776.6125116,client_A,WRITE_THEN_READ,partition,partition,mongo2,285,199,local,1,False,0.56,True,True,
286,1789629776.6129746,client_A,WRITE_THEN_READ,partition,partition,mongo2,286,199,local,1,False,0.46,True,True,
287,1789629776.6134813,client_A,WRITE_THEN_READ,partition,partition,mongo2,287,199,local,1,False,0.51,True,True,
288,1789629776.613982,client_A,WRITE_THEN_READ,partition,partition,mongo2,288,199,local,1,False,0.5,True,True,
289,1789629776.6144676,client_A,WRITE_THEN_READ,partition,partition,mongo2,289,199,local,1,False,0.48,True,True,
290,1789629776.614946,client_A,WRITE_THEN_READ,partition,partition,mongo2,290,199,local,1,False,0.48,True,True,
291,1789629776.6153994,client_A,WRITE_THEN_READ,partition,partition,mongo2,291,199,local,1,False,0.45,True,True,
292,1789629776.6158798,client_A,WRITE_THEN_READ,partition,partition,mongo2,292,199,local,1,False,0.48,True,True,
293,1789629776.616397,client_A,WRITE_THEN_READ,partition,partition,mongo2,293,199,local,1,False,0.52,True,True,
294,1789629776.6168337,client_A,WRITE_THEN_READ,partition,partition,mongo2,294,199,local,1,False,0.44,True,True,
295,1789629776.617318,client_A,WRITE_THEN_READ,partition,partition,mongo2,295,199,local,1,False,0.48,True,True,
296,1789629776.617763,client_A,WRITE_THEN_READ,partition,partition,mongo2,296,199,local,1,False,0.44,True,True,
297,1789629776.6183074,client_A,WRITE_THEN_READ,partition,partition,mongo2,297,199,local,1,False,0.54,True,True,
298,1789629776.6187375,client_A,WRITE_THEN_READ,partition,partition,mongo2,298,199,local,1,False,0.43,True,True,
299,1789629776.619193,client_A,WRITE_THEN_READ,partition,partition,mongo2,299,199,local,1,False,0.45,True,True,
300,1789629776.61967,client_A,WRITE_THEN_READ,partition,partition,mongo2,300,199,local,1,False,0.48,True,True,
301,1789629776.6202652,client_A,WRITE_THEN_READ,partition,partition,mongo2,301,199,local,1,False,0.58,True,True,
302,1789629776.620849,client_A,WRITE_THEN_READ,partition,partition,mongo2,302,199,local,1,False,0.58,True,True,
303,1789629776.6213496,client_A,WRITE_THEN_READ,partition,partition,mongo2,303,199,local,1,False,0.5,True,True,
304,1789629776.6218896,client_A,WRITE_THEN_READ,partition,partition,mongo2,304,199,local,1,False,0.54,True,True,
305,1789629776.6224468,client_A,WRITE_THEN_READ,partition,partition,mongo2,305,199,local,1,False,0.56,True,True,
306,1789629776.6229289,client_A,WRITE_THEN_READ,partition,partition,mongo2,306,199,local,1,False,0.48,True,True,
307,1789629776.6233761,client_A,WRITE_THEN_READ,partition,partition,mongo2,307,199,local,1,False,0.45,True,True,
308,1789629776.6238124,client_A,WRITE_THEN_READ,partition,partition,mongo2,308,199,local,1,False,0.43,True,True,
309,1789629776.6243064,client_A,WRITE_THEN_READ,partition,partition,mongo2,309,199,local,1,False,0.49,True,True,
310,1789629776.6248355,client_A,WRITE_THEN_READ,partition,partition,mongo2,310,199,local,1,False,0.52,True,True,
311,1789629776.6253524,client_A,WRITE_THEN_READ,partition,partition,mongo2,311,199,local,1,False,0.52,True,True,
312,1789629776.625852,client_A,WRITE_THEN_READ,partition,partition,mongo2,312,199,local,1,False,0.5,True,True,
313,1789629776.6263373,client_A,WRITE_THEN_READ,partition,partition,mongo2,313,199,local,1,False,0.48,True,True,
314,1789629776.6268282,client_A,WRITE_THEN_READ,partition,partition,mongo2,314,199,local,1,False,0.49,True,True,
315,1789629776.6272547,client_A,WRITE_THEN_READ,partition,partition,mongo2,315,199,local,1,False,0.42,True,True,
316,1789629776.6277025,client_A,WRITE_THEN_READ,partition,partition,mongo2,316,199,local,1,False,0.45,True,True,
317,1789629776.6282291,client_A,WRITE_THEN_READ,partition,partition,mongo2,317,199,local,1,False,0.53,True,True,
318,1789629776.6286745,client_A,WRITE_THEN_READ,partition,partition,mongo2,318,199,local,1,False,0.44,True,True,
319,1789629776.62914,client_A,WRITE_THEN_READ,partition,partition,mongo2,319,199,local,1,False,0.46,True,True,
320,1789629776.6295946,client_A,WRITE_THEN_READ,partition,partition,mongo2,320,199,local,1,False,0.45,True,True,
321,1789629776.6300752,client_A,WRITE_THEN_READ,partition,partition,mongo2,321,199,local,1,False,0.48,True,True,
322,1789629776.6305928,client_A,WRITE_THEN_READ,partition,partition,mongo2,322,199,local,1,False,0.52,True,True,
323,1789629776.6310537,client_A,WRITE_THEN_READ,partition,partition,mongo2,323,199,local,1,False,0.46,True,True,
324,1789629776.631555,client_A,WRITE_THEN_READ,partition,partition,mongo2,324,199,local,1,False,0.5,True,True,
325,1789629776.6320786,client_A,WRITE_THEN_READ,partition,partition,mongo2,325,199,local,1,False,0.52,True,True,
326,1789629776.632556,client_A,WRITE_THEN_READ,partition,partition,mongo2,326,199,local,1,False,0.48,True,True,
327,1789629776.6330245,client_A,WRITE_THEN_READ,partition,partition,mongo2,327,199,local,1,False,0.47,True,True,
328,1789629776.6335,client_A,WRITE_THEN_READ,partition,partition,mongo2,328,199,local,1,False,0.47,True,True,
329,1789629776.63407,client_A,WRITE_THEN_READ,partition,partition,mongo2,329,199,local,1,False,0.57,True,True,
330,1789629776.634602,client_A,WRITE_THEN_READ,partition,partition,mongo2,330,199,local,1,False,0.53,True,True,
331,1789629776.6350992,client_A,WRITE_THEN_READ,partition,partition,mongo2,331,199,local,1,False,0.5,True,True,
332,1789629776.6356504,client_A,WRITE_THEN_READ,partition,partition,mongo2,332,199,local,1,False,0.55,True,True,
333,1789629776.6360934,client_A,WRITE_THEN_READ,partition,partition,mongo2,333,199,local,1,False,0.44,True,True,
334,1789629776.6366003,client_A,WRITE_THEN_READ,partition,partition,mongo2,334,199,local,1,False,0.5,True,True,
335,1789629776.6370933,client_A,WRITE_THEN_READ,partition,partition,mongo2,335,199,local,1,False,0.49,True,True,
336,1789629776.637623,client_A,WRITE_THEN_READ,partition,partition,mongo2,336,199,local,1,False,0.53,True,True,
337,1789629776.6382263,client_A,WRITE_THEN_READ,partition,partition,mongo2,337,199,local,1,False,0.6,True,True,
338,1789629776.638748,client_A,WRITE_THEN_READ,partition,partition,mongo2,338,199,local,1,False,0.52,True,True,
339,1789629776.6392653,client_A,WRITE_THEN_READ,partition,partition,mongo2,339,199,local,1,False,0.52,True,True,
340,1789629776.639731,client_A,WRITE_THEN_READ,partition,partition,mongo2,340,199,local,1,False,0.46,True,True,
341,1789629776.6402307,client_A,WRITE_THEN_READ,partition,partition,mongo2,341,199,local,1,False,0.5,True,True,
342,1789629776.6406925,client_A,WRITE_THEN_READ,partition,partition,mongo2,342,199,local,1,False,0.46,True,True,
343,1789629776.641212,client_A,WRITE_THEN_READ,partition,partition,mongo2,343,199,local,1,False,0.52,True,True,
344,1789629776.6416883,client_A,WRITE_THEN_READ,partition,partition,mongo2,344,199,local,1,False,0.47,True,True,
345,1789629776.642237,client_A,WRITE_THEN_READ,partition,partition,mongo2,345,199,local,1,False,0.55,True,True,
346,1789629776.6427507,client_A,WRITE_THEN_READ,partition,partition,mongo2,346,199,local,1,False,0.51,True,True,
347,1789629776.6432676,client_A,WRITE_THEN_READ,partition,partition,mongo2,347,199,local,1,False,0.52,True,True,
348,1789629776.6437593,client_A,WRITE_THEN_READ,partition,partition,mongo2,348,199,local,1,False,0.49,True,True,
349,1789629776.6442266,client_A,WRITE_THEN_READ,partition,partition,mongo2,349,199,local,1,False,0.47,True,True,
350,1789629776.6447597,client_A,WRITE_THEN_READ,partition,partition,mongo2,350,199,local,1,False,0.53,True,True,
351,1789629776.6452448,client_A,WRITE_THEN_READ,partition,partition,mongo2,351,199,local,1,False,0.48,True,True,
352,1789629776.645679,client_A,WRITE_THEN_READ,partition,partition,mongo2,352,199,local,1,False,0.43,True,True,
353,1789629776.64621,client_A,WRITE_THEN_READ,partition,partition,mongo2,353,199,local,1,False,0.53,True,True,
354,1789629776.646699,client_A,WRITE_THEN_READ,partition,partition,mongo2,354,199,local,1,False,0.49,True,True,
355,1789629776.647214,client_A,WRITE_THEN_READ,partition,partition,mongo2,355,199,local,1,False,0.51,True,True,
356,1789629776.6476777,client_A,WRITE_THEN_READ,partition,partition,mongo2,356,199,local,1,False,0.46,True,True,
357,1789629776.648182,client_A,WRITE_THEN_READ,partition,partition,mongo2,357,199,local,1,False,0.5,True,True,
358,1789629776.6487346,client_A,WRITE_THEN_READ,partition,partition,mongo2,358,199,local,1,False,0.55,True,True,
359,1789629776.6491988,client_A,WRITE_THEN_READ,partition,partition,mongo2,359,199,local,1,False,0.46,True,True,
360,1789629776.6496453,client_A,WRITE_THEN_READ,partition,partition,mongo2,360,199,local,1,False,0.45,True,True,
361,1789629776.650203,client_A,WRITE_THEN_READ,partition,partition,mongo2,361,199,local,1,False,0.56,True,True,
362,1789629776.650729,client_A,WRITE_THEN_READ,partition,partition,mongo2,362,199,local,1,False,0.52,True,True,
363,1789629776.6512065,client_A,WRITE_THEN_READ,partition,partition,mongo2,363,199,local,1,False,0.48,True,True,
364,1789629776.6516511,client_A,WRITE_THEN_READ,partition,partition,mongo2,364,199,local,1,False,0.44,True,True,
365,1789629776.6521413,client_A,WRITE_THEN_READ,partition,partition,mongo2,365,199,local,1,False,0.49,True,True,
366,1789629776.6526237,client_A,WRITE_THEN_READ,partition,partition,mongo2,366,199,local,1,False,0.48,True,True,
367,1789629776.6531217,client_A,WRITE_THEN_READ,partition,partition,mongo2,367,199,local,1,False,0.5,True,True,
368,1789629776.6535883,client_A,WRITE_THEN_READ,partition,partition,mongo2,368,199,local,1,False,0.46,True,True,
369,1789629776.6541595,client_A,WRITE_THEN_READ,partition,partition,mongo2,369,199,local,1,False,0.57,True,True,
370,1789629776.6546376,client_A,WRITE_THEN_READ,partition,partition,mongo2,370,199,local,1,False,0.48,True,True,
371,1789629776.6550615,client_A,WRITE_THEN_READ,partition,partition,mongo2,371,199,local,1,False,0.42,True,True,
372,1789629776.655515,client_A,WRITE_THEN_READ,partition,partition,mongo2,372,199,local,1,False,0.45,True,True,
373,1789629776.6559312,client_A,WRITE_THEN_READ,partition,partition,mongo2,373,199,local,1,False,0.41,True,True,
374,1789629776.6564708,client_A,WRITE_THEN_READ,partition,partition,mongo2,374,199,local,1,False,0.54,True,True,
375,1789629776.656946,client_A,WRITE_THEN_READ,partition,partition,mongo2,375,199,local,1,False,0.47,True,True,
376,1789629776.65737,client_A,WRITE_THEN_READ,partition,partition,mongo2,376,199,local,1,False,0.42,True,True,
377,1789629776.657865,client_A,WRITE_THEN_READ,partition,partition,mongo2,377,199,local,1,False,0.49,True,True,
378,1789629776.6583524,client_A,WRITE_THEN_READ,partition,partition,mongo2,378,199,local,1,False,0.49,True,True,
379,1789629776.6587918,client_A,WRITE_THEN_READ,partition,partition,mongo2,379,199,local,1,False,0.44,True,True,
380,1789629776.6592498,client_A,WRITE_THEN_READ,partition,partition,mongo2,380,199,local,1,False,0.46,True,True,
381,1789629776.6597517,client_A,WRITE_THEN_READ,partition,partition,mongo2,381,199,local,1,False,0.5,True,True,
382,1789629776.660265,client_A,WRITE_THEN_READ,partition,partition,mongo2,382,199,local,1,False,0.51,True,True,
383,1789629776.6607757,client_A,WRITE_THEN_READ,partition,partition,mongo2,383,199,local,1,False,0.51,True,True,
384,1789629776.661226,client_A,WRITE_THEN_READ,partition,partition,mongo2,384,199,local,1,False,0.45,True,True,
385,1789629776.6617067,client_A,WRITE_THEN_READ,partition,partition,mongo2,385,199,local,1,False,0.48,True,True,
386,1789629776.662191,client_A,WRITE_THEN_READ,partition,partition,mongo2,386,199,local,1,False,0.48,True,True,
387,1789629776.6626375,client_A,WRITE_THEN_READ,partition,partition,mongo2,387,199,local,1,False,0.44,True,True,
388,1789629776.6630738,client_A,WRITE_THEN_READ,partition,partition,mongo2,388,199,local,1,False,0.44,True,True,
389,1789629776.6635103,client_A,WRITE_THEN_READ,partition,partition,mongo2,389,199,local,1,False,0.43,True,True,
390,1789629776.6639233,client_A,WRITE_THEN_READ,partition,partition,mongo2,390,199,local,1,False,0.41,True,True,
391,1789629776.6643698,client_A,WRITE_THEN_READ,partition,partition,mongo2,391,199,local,1,False,0.45,True,True,
392,1789629776.6648872,client_A,WRITE_THEN_READ,partition,partition,mongo2,392,199,local,1,False,0.52,True,True,
393,1789629776.6653643,client_A,WRITE_THEN_READ,partition,partition,mongo2,393,199,local,1,False,0.48,True,True,
394,1789629776.6657689,client_A,WRITE_THEN_READ,partition,partition,mongo2,394,199,local,1,False,0.4,True,True,
395,1789629776.6662972,client_A,WRITE_THEN_READ,partition,partition,mongo2,395,199,local,1,False,0.53,True,True,
396,1789629776.666751,client_A,WRITE_THEN_READ,partition,partition,mongo2,396,199,local,1,False,0.45,True,True,
397,1789629776.667216,client_A,WRITE_THEN_READ,partition,partition,mongo2,397,199,local,1,False,0.46,True,True,
398,1789629776.6676743,client_A,WRITE_THEN_READ,partition,partition,mongo2,398,199,local,1,False,0.46,True,True,
399,1789629776.66816,client_A,WRITE_THEN_READ,partition,partition,mongo2,399,199,local,1,False,0.48,True,True,
400,1789629776.6685903,client_A,WRITE_THEN_READ,partition,partition,mongo2,400,199,local,1,False,0.43,True,True,
401,1789629776.6692007,client_A,WRITE_THEN_READ,partition,partition,mongo2,401,199,local,1,False,0.59,True,True,
402,1789629776.6697066,client_A,WRITE_THEN_READ,partition,partition,mongo2,402,199,local,1,False,0.5,True,True,
403,1789629776.6702116,client_A,WRITE_THEN_READ,partition,partition,mongo2,403,199,local,1,False,0.5,True,True,
404,1789629776.6706998,client_A,WRITE_THEN_READ,partition,partition,mongo2,404,199,local,1,False,0.49,True,True,
405,1789629776.6711917,client_A,WRITE_THEN_READ,partition,partition,mongo2,405,199,local,1,False,0.49,True,True,
406,1789629776.6716843,client_A,WRITE_THEN_READ,partition,partition,mongo2,406,199,local,1,False,0.49,True,True,
407,1789629776.672241,client_A,WRITE_THEN_READ,partition,partition,mongo2,407,199,local,1,False,0.55,True,True,
408,1789629776.672711,client_A,WRITE_THEN_READ,partition,partition,mongo2,408,199,local,1,False,0.47,True,True,
409,1789629776.673196,client_A,WRITE_THEN_READ,partition,partition,mongo2,409,199,local,1,False,0.48,True,True,
410,1789629776.6736753,client_A,WRITE_THEN_READ,partition,partition,mongo2,410,199,local,1,False,0.48,True,True,
411,1789629776.6741946,client_A,WRITE_THEN_READ,partition,partition,mongo2,411,199,local,1,False,0.52,True,True,
412,1789629776.674633,client_A,WRITE_THEN_READ,partition,partition,mongo2,412,199,local,1,False,0.44,True,True,
413,1789629776.6751316,client_A,WRITE_THEN_READ,partition,partition,mongo2,413,199,local,1,False,0.5,True,True,
414,1789629776.6756024,client_A,WRITE_THEN_READ,partition,partition,mongo2,414,199,local,1,False,0.47,True,True,
415,1789629776.676115,client_A,WRITE_THEN_READ,partition,partition,mongo2,415,199,local,1,False,0.51,True,True,
416,1789629776.6765878,client_A,WRITE_THEN_READ,partition,partition,mongo2,416,199,local,1,False,0.47,True,True,
417,1789629776.6771145,client_A,WRITE_THEN_READ,partition,partition,mongo2,417,199,local,1,False,0.53,True,True,
418,1789629776.6775541,client_A,WRITE_THEN_READ,partition,partition,mongo2,418,199,local,1,False,0.44,True,True,
419,1789629776.6781225,client_A,WRITE_THEN_READ,partition,partition,mongo2,419,199,local,1,False,0.57,True,True,
420,1789629776.6786327,client_A,WRITE_THEN_READ,partition,partition,mongo2,420,199,local,1,False,0.51,True,True,
421,1789629776.6791291,client_A,WRITE_THEN_READ,partition,partition,mongo2,421,199,local,1,False,0.49,True,True,
422,1789629776.6796024,client_A,WRITE_THEN_READ,partition,partition,mongo2,422,199,local,1,False,0.47,True,True,
423,1789629776.6800838,client_A,WRITE_THEN_READ,partition,partition,mongo2,423,199,local,1,False,0.48,True,True,
424,1789629776.6805868,client_A,WRITE_THEN_READ,partition,partition,mongo2,424,199,local,1,False,0.5,True,True,
425,1789629776.6810403,client_A,WRITE_THEN_READ,partition,partition,mongo2,425,199,local,1,False,0.45,True,True,
426,1789629776.6815455,client_A,WRITE_THEN_READ,partition,partition,mongo2,426,199,local,1,False,0.5,True,True,
427,1789629776.6820836,client_A,WRITE_THEN_READ,partition,partition,mongo2,427,199,local,1,False,0.54,True,True,
428,1789629776.6826372,client_A,WRITE_THEN_READ,partition,partition,mongo2,428,199,local,1,False,0.55,True,True,
429,1789629776.6830761,client_A,WRITE_THEN_READ,partition,partition,mongo2,429,199,local,1,False,0.44,True,True,
430,1789629776.6835258,client_A,WRITE_THEN_READ,partition,partition,mongo2,430,199,local,1,False,0.45,True,True,
431,1789629776.6839738,client_A,WRITE_THEN_READ,partition,partition,mongo2,431,199,local,1,False,0.45,True,True,
432,1789629776.6844916,client_A,WRITE_THEN_READ,partition,partition,mongo2,432,199,local,1,False,0.52,True,True,
433,1789629776.6850045,client_A,WRITE_THEN_READ,partition,partition,mongo2,433,199,local,1,False,0.51,True,True,
434,1789629776.6854777,client_A,WRITE_THEN_READ,partition,partition,mongo2,434,199,local,1,False,0.47,True,True,
435,1789629776.6859941,client_A,WRITE_THEN_READ,partition,partition,mongo2,435,199,local,1,False,0.51,True,True,
436,1789629776.686468,client_A,WRITE_THEN_READ,partition,partition,mongo2,436,199,local,1,False,0.47,True,True,
437,1789629776.6869226,client_A,WRITE_THEN_READ,partition,partition,mongo2,437,199,local,1,False,0.45,True,True,
438,1789629776.6873887,client_A,WRITE_THEN_READ,partition,partition,mongo2,438,199,local,1,False,0.46,True,True,
439,1789629776.687864,client_A,WRITE_THEN_READ,partition,partition,mongo2,439,199,local,1,False,0.47,True,True,
440,1789629776.6883821,client_A,WRITE_THEN_READ,partition,partition,mongo2,440,199,local,1,False,0.52,True,True,
441,1789629776.6888776,client_A,WRITE_THEN_READ,partition,partition,mongo2,441,199,local,1,False,0.49,True,True,
442,1789629776.6893315,client_A,WRITE_THEN_READ,partition,partition,mongo2,442,199,local,1,False,0.45,True,True,
443,1789629776.689876,client_A,WRITE_THEN_READ,partition,partition,mongo2,443,199,local,1,False,0.54,True,True,
444,1789629776.6903186,client_A,WRITE_THEN_READ,partition,partition,mongo2,444,199,local,1,False,0.44,True,True,
445,1789629776.6907582,client_A,WRITE_THEN_READ,partition,partition,mongo2,445,199,local,1,False,0.44,True,True,
446,1789629776.6912415,client_A,WRITE_THEN_READ,partition,partition,mongo2,446,199,local,1,False,0.48,True,True,
447,1789629776.6917012,client_A,WRITE_THEN_READ,partition,partition,mongo2,447,199,local,1,False,0.46,True,True,
448,1789629776.6922028,client_A,WRITE_THEN_READ,partition,partition,mongo2,448,199,local,1,False,0.5,True,True,
449,1789629776.6926796,client_A,WRITE_THEN_READ,partition,partition,mongo2,449,199,local,1,False,0.48,True,True,
450,1789629776.6931841,client_A,WRITE_THEN_READ,partition,partition,mongo2,450,199,local,1,False,0.5,True,True,
451,1789629776.6936793,client_A,WRITE_THEN_READ,partition,partition,mongo2,451,199,local,1,False,0.49,True,True,
452,1789629776.6942236,client_A,WRITE_THEN_READ,partition,partition,mongo2,452,199,local,1,False,0.54,True,True,
453,1789629776.694702,client_A,WRITE_THEN_READ,partition,partition,mongo2,453,199,local,1,False,0.48,True,True,
454,1789629776.6951692,client_A,WRITE_THEN_READ,partition,partition,mongo2,454,199,local,1,False,0.47,True,True,
455,1789629776.6956196,client_A,WRITE_THEN_READ,partition,partition,mongo2,455,199,local,1,False,0.45,True,True,
456,1789629776.6960769,client_A,WRITE_THEN_READ,partition,partition,mongo2,456,199,local,1,False,0.46,True,True,
457,1789629776.6966138,client_A,WRITE_THEN_READ,partition,partition,mongo2,457,199,local,1,False,0.54,True,True,
458,1789629776.6971552,client_A,WRITE_THEN_READ,partition,partition,mongo2,458,199,local,1,False,0.54,True,True,
459,1789629776.697637,client_A,WRITE_THEN_READ,partition,partition,mongo2,459,199,local,1,False,0.48,True,True,
460,1789629776.6982024,client_A,WRITE_THEN_READ,partition,partition,mongo2,460,199,local,1,False,0.56,True,True,
461,1789629776.698671,client_A,WRITE_THEN_READ,partition,partition,mongo2,461,199,local,1,False,0.47,True,True,
462,1789629776.6991603,client_A,WRITE_THEN_READ,partition,partition,mongo2,462,199,local,1,False,0.49,True,True,
463,1789629776.6996276,client_A,WRITE_THEN_READ,partition,partition,mongo2,463,199,local,1,False,0.47,True,True,
464,1789629776.700089,client_A,WRITE_THEN_READ,partition,partition,mongo2,464,199,local,1,False,0.46,True,True,
465,1789629776.7005098,client_A,WRITE_THEN_READ,partition,partition,mongo2,465,199,local,1,False,0.42,True,True,
466,1789629776.700983,client_A,WRITE_THEN_READ,partition,partition,mongo2,466,199,local,1,False,0.47,True,True,
467,1789629776.701481,client_A,WRITE_THEN_READ,partition,partition,mongo2,467,199,local,1,False,0.5,True,True,
468,1789629776.7020266,client_A,WRITE_THEN_READ,partition,partition,mongo2,468,199,local,1,False,0.54,True,True,
469,1789629776.7025454,client_A,WRITE_THEN_READ,partition,partition,mongo2,469,199,local,1,False,0.52,True,True,
470,1789629776.7030046,client_A,WRITE_THEN_READ,partition,partition,mongo2,470,199,local,1,False,0.46,True,True,
471,1789629776.7035499,client_A,WRITE_THEN_READ,partition,partition,mongo2,471,199,local,1,False,0.54,True,True,
472,1789629776.7040067,client_A,WRITE_THEN_READ,partition,partition,mongo2,472,199,local,1,False,0.46,True,True,
473,1789629776.7045486,client_A,WRITE_THEN_READ,partition,partition,mongo2,473,199,local,1,False,0.54,True,True,
474,1789629776.7050147,client_A,WRITE_THEN_READ,partition,partition,mongo2,474,199,local,1,False,0.46,True,True,
475,1789629776.7054646,client_A,WRITE_THEN_READ,partition,partition,mongo2,475,199,local,1,False,0.45,True,True,
476,1789629776.7060168,client_A,WRITE_THEN_READ,partition,partition,mongo2,476,199,local,1,False,0.55,True,True,
477,1789629776.7064836,client_A,WRITE_THEN_READ,partition,partition,mongo2,477,199,local,1,False,0.47,True,True,
478,1789629776.7069776,client_A,WRITE_THEN_READ,partition,partition,mongo2,478,199,local,1,False,0.49,True,True,
479,1789629776.7074778,client_A,WRITE_THEN_READ,partition,partition,mongo2,479,199,local,1,False,0.5,True,True,
480,1789629776.707933,client_A,WRITE_THEN_READ,partition,partition,mongo2,480,199,local,1,False,0.45,True,True,
481,1789629776.70843,client_A,WRITE_THEN_READ,partition,partition,mongo2,481,199,local,1,False,0.5,True,True,
482,1789629776.7089093,client_A,WRITE_THEN_READ,partition,partition,mongo2,482,199,local,1,False,0.48,True,True,
483,1789629776.7093644,client_A,WRITE_THEN_READ,partition,partition,mongo2,483,199,local,1,False,0.45,True,True,
484,1789629776.7097974,client_A,WRITE_THEN_READ,partition,partition,mongo2,484,199,local,1,False,0.43,True,True,
485,1789629776.7102919,client_A,WRITE_THEN_READ,partition,partition,mongo2,485,199,local,1,False,0.49,True,True,
486,1789629776.7107368,client_A,WRITE_THEN_READ,partition,partition,mongo2,486,199,local,1,False,0.44,True,True,
487,1789629776.7111945,client_A,WRITE_THEN_READ,partition,partition,mongo2,487,199,local,1,False,0.46,True,True,
488,1789629776.711647,client_A,WRITE_THEN_READ,partition,partition,mongo2,488,199,local,1,False,0.45,True,True,
489,1789629776.7120972,client_A,WRITE_THEN_READ,partition,partition,mongo2,489,199,local,1,False,0.45,True,True,
490,1789629776.7125561,client_A,WRITE_THEN_READ,partition,partition,mongo2,490,199,local,1,False,0.46,True,True,
491,1789629776.7130194,client_A,WRITE_THEN_READ,partition,partition,mongo2,491,199,local,1,False,0.46,True,True,
492,1789629776.7135024,client_A,WRITE_THEN_READ,partition,partition,mongo2,492,199,local,1,False,0.48,True,True,
493,1789629776.7140238,client_A,WRITE_THEN_READ,partition,partition,mongo2,493,199,local,1,False,0.52,True,True,
494,1789629776.7145002,client_A,WRITE_THEN_READ,partition,partition,mongo2,494,199,local,1,False,0.47,True,True,
495,1789629776.7150452,client_A,WRITE_THEN_READ,partition,partition,mongo2,495,199,local,1,False,0.54,True,True,
496,1789629776.7155125,client_A,WRITE_THEN_READ,partition,partition,mongo2,496,199,local,1,False,0.47,True,True,
497,1789629776.716004,client_A,WRITE_THEN_READ,partition,partition,mongo2,497,199,local,1,False,0.49,True,True,
498,1789629776.7164822,client_A,WRITE_THEN_READ,partition,partition,mongo2,498,199,local,1,False,0.48,True,True,
499,1789629776.7170088,client_A,WRITE_THEN_READ,partition,partition,mongo2,499,199,local,1,False,0.53,True,True,
500,1789629776.7175345,client_A,WRITE_THEN_READ,partition,partition,mongo2,500,199,local,1,False,0.52,True,True,
501,1789629776.718085,client_A,WRITE_THEN_READ,partition,partition,mongo2,501,199,local,1,False,0.54,True,True,
502,1789629776.718531,client_A,WRITE_THEN_READ,partition,partition,mongo2,502,199,local,1,False,0.44,True,True,
503,1789629776.718967,client_A,WRITE_THEN_READ,partition,partition,mongo2,503,199,local,1,False,0.43,True,True,
