iteration,timestamp,client_id,operation,phase,scenario,failed_node,requested_version,observed_version,read_concern,write_concern,causal_session,latency_ms,success,violation,error
250,1789626971.0535269,client_A,WRITE_THEN_READ,failure,failure,mongo1,250,250,majority,majority,True,1.29,True,False,
251,1789626971.0544171,client_A,WRITE_THEN_READ,failure,failure,mongo1,251,251,majority,majority,True,0.89,True,False,
252,1789626971.0554485,client_A,WRITE_THEN_READ,failure,failure,mongo1,252,252,majority,majority,True,1.03,True,False,
253,1789626971.0562525,client_A,WRITE_THEN_READ,failure,failure,mongo1,253,253,majority,majority,True,0.8,True,False,
254,1789626971.0571637,client_A,WRITE_THEN_READ,failure,failure,mongo1,254,254,majority,majority,True,0.91,True,False,
255,1789626971.057988,client_A,WRITE_THEN_READ,failure,failure,mongo1,255,255,majority,majority,True,0.82,True,False,
256,1789626971.058891,client_A,WRITE_THEN_READ,failure,failure,mongo1,256,256,majority,majority,True,0.9,True,False,
257,1789626971.0597115,client_A,WRITE_THEN_READ,failure,failure,mongo1,257,257,majority,majority,True,0.82,True,False,
258,1789626971.0608134,client_A,WRITE_THEN_READ,failure,failure,mongo1,258,258,majority,majority,True,1.1,True,False,
259,1789626971.0616295,client_A,WRITE_THEN_READ,failure,failure,mongo1,259,259,majority,majority,True,0.81,True,False,
260,1789626971.0625901,client_A,WRITE_THEN_READ,failure,failure,mongo1,260,260,majority,majority,True,0.96,True,False,
261,1789626971.0635796,client_A,WRITE_THEN_READ,failure,failure,mongo1,261,261,majority,majority,True,0.99,True,False,
262,1789626971.0645742,client_A,WRITE_THEN_READ,failure,failure,mongo1,262,262,majority,majority,True,0.99,True,False,
263,1789626971.0658588,client_A,WRITE_THEN_READ,failure,failure,mongo1,263,263,majority,majority,True,1.28,True,False,
264,1789626971.0669243,client_A,WRITE_THEN_READ,failure,failure,mongo1,264,264,majority,majority,True,1.06,True,False,
265,1789626971.0679326,client_A,WRITE_THEN_READ,failure,failure,mongo1,265,265,majority,majority,True,1.01,True,False,
266,1789626971.0691307,client_A,WRITE_THEN_READ,failure,failure,mongo1,266,266,majority,majority,True,1.2,True,False,
267,1789626971.070035,client_A,WRITE_THEN_READ,failure,failure,mongo1,267,267,majority,majority,True,0.9,True,False,
268,1789626971.0710032,client_A,WRITE_THEN_READ,failure,failure,mongo1,268,268,majority,majority,True,0.97,True,False,
269,1789626971.0718296,client_A,WRITE_THEN_READ,failure,failure,mongo1,269,269,majority,majority,True,0.82,True,False,
270,1789626971.0726848,client_A,WRITE_THEN_READ,failure,failure,mongo1,270,270,majority,majority,True,0.85,True,False,
271,1789626971.0736446,client_A,WRITE_THEN_READ,failure,failure,mongo1,271,271,majority,majority,True,0.96,True,False,
272,1789626971.0747182,client_A,WRITE_THEN_READ,failure,failure,mongo1,272,272,majority,majority,True,1.07,True,False,
273,1789626971.0756211,client_A,WRITE_THEN_READ,failure,failure,mongo1,273,273,majority,majority,True,0.9,True,False,
274,1789626971.077235,client_A,WRITE_THEN_READ,failure,failure,mongo1,274,274,majority,majority,True,1.61,True,False,
275,1789626971.0782413,client_A,WRITE_THEN_READ,failure,failure,mongo1,275,275,majority,majority,True,1.0,True,False,
276,1789626971.0791993,client_A,WRITE_THEN_READ,failure,failure,mongo1,276,276,majority,majority,True,0.96,True,False,
277,1789626971.0801077,client_A,WRITE_THEN_READ,failure,failure,mongo1,277,277,majority,majority,True,0.91,True,False,
278,1789626971.081023,client_A,WRITE_THEN_READ,failure,failure,mongo1,278,278,majority,majority,True,0.91,True,False,
279,1789626971.0819,client_A,WRITE_THEN_READ,failure,failure,mongo1,279,279,majority,majority,True,0.87,True,False,
280,1789626971.0828075,client_A,WRITE_THEN_READ,failure,failure,mongo1,280,280,majority,majority,True,0.91,True,False,
281,1789626971.0836914,client_A,WRITE_THEN_READ,failure,failure,mongo1,281,281,majority,majority,True,0.88,True,False,
282,1789626971.0849748,client_A,WRITE_THEN_READ,failure,failure,mongo1,282,282,majority,majority,True,1.28,True,False,
283,1789626971.0859523,client_A,WRITE_THEN_READ,failure,failure,mongo1,283,283,majority,majority,True,0.98,True,False,
284,1789626971.0872545,client_A,WRITE_THEN_READ,failure,failure,mongo1,284,284,majority,majority,True,1.3,True,False,
285,1789626971.0882258,client_A,WRITE_THEN_READ,failure,failure,mongo1,285,285,majority,majority,True,0.97,True,False,
286,1789626971.089298,client_A,WRITE_THEN_READ,failure,failure,mongo1,286,286,majority,majority,True,1.07,True,False,
287,1789626971.0903914,client_A,WRITE_THEN_READ,failure,failure,mongo1,287,287,majority,majority,True,1.09,True,False,
288,1789626971.091295,client_A,WRITE_THEN_READ,failure,failure,mongo1,288,288,majority,majority,True,0.9,True,False,
289,1789626971.0923839,client_A,WRITE_THEN_READ,failure,failure,mongo1,289,289,majority,majority,True,1.09,True,False,
290,1789626971.0936406,client_A,WRITE_THEN_READ,failure,failure,mongo1,290,290,majority,majority,True,1.25,True,False,
291,1789626971.0945892,client_A,WRITE_THEN_READ,failure,failure,mongo1,291,291,majority,majority,True,0.95,True,False,
292,1789626971.0955033,client_A,WRITE_THEN_READ,failure,failure,mongo1,292,292,majority,majority,True,0.91,True,False,
293,1789626971.0963664,client_A,WRITE_THEN_READ,failure,failure,mongo1,293,293,majority,majority,True,0.86,True,False,
294,1789626971.097318,client_A,WRITE_THEN_READ,failure,failure,mongo1,294,294,majority,majority,True,0.95,True,False,
295,1789626971.098614,client_A,WRITE_THEN_READ,failure,failure,mongo1,295,295,majority,majority,True,1.29,True,False,
296,1789626971.0994308,client_A,WRITE_THEN_READ,failure,failure,mongo1,296,296,majority,majority,True,0.81,True,False,
297,1789626971.1003757,client_A,WRITE_THEN_READ,failure,failure,mongo1,297,297,majority,majority,True,0.94,True,False,
298,1789626971.1015658,client_A,WRITE_THEN_READ,failure,failure,mongo1,298,298,majority,majority,True,1.19,True,False,
299,1789626971.1025746,client_A,WRITE_THEN_READ,failure,failure,mongo1,299,299,majority,majority,True,1.01,True,False,
300,1789626971.1035862,client_A,WRITE_THEN_READ,failure,failure,mongo1,300,300,majority,majority,True,1.01,True,False,
301,1789626971.1045644,client_A,WRITE_THEN_READ,failure,failure,mongo1,301,301,majority,majority,True,0.96,True,False,
302,1789626971.1055691,client_A,WRITE_THEN_READ,failure,failure,mongo1,302,302,majority,majority,True,1.0,True,False,
303,1789626971.1065843,client_A,WRITE_THEN_READ,failure,failure,mongo1,303,303,majority,majority,True,1.01,True,False,
304,1789626971.1075878,client_A,WRITE_THEN_READ,failure,failure,mongo1,304,304,majority,majority,True,1.0,True,False,
305,1789626971.1084702,client_A,WRITE_THEN_READ,failure,failure,mongo1,305,305,majority,majority,True,0.88,True,False,
306,1789626971.1101742,client_A,WRITE_THEN_READ,failure,failure,mongo1,306,306,majority,majority,True,1.7,True,False,
307,1789626971.1111658,client_A,WRITE_THEN_READ,failure,failure,mongo1,307,307,majority,majority,True,0.99,True,False,
308,1789626971.112164,client_A,WRITE_THEN_READ,failure,failure,mongo1,308,308,majority,majority,True,1.0,True,False,
309,1789626971.1131492,client_A,WRITE_THEN_READ,failure,failure,mongo1,309,309,majority,majority,True,0.98,True,False,
310,1789626971.114187,client_A,WRITE_THEN_READ,failure,failure,mongo1,310,310,majority,majority,True,1.03,True,False,
311,1789626971.1151896,client_A,WRITE_THEN_READ,failure,failure,mongo1,311,311,majority,majority,True,1.0,True,False,
312,1789626971.116034,client_A,WRITE_THEN_READ,failure,failure,mongo1,312,312,majority,majority,True,0.84,True,False,
313,1789626971.1169622,client_A,WRITE_THEN_READ,failure,failure,mongo1,313,313,majority,majority,True,0.93,True,False,
314,1789626971.118197,client_A,WRITE_THEN_READ,failure,failure,mongo1,314,314,majority,majority,True,1.23,True,False,
315,1789626971.119018,client_A,WRITE_THEN_READ,failure,failure,mongo1,315,315,majority,majority,True,0.82,True,False,
316,1789626971.1201851,client_A,WRITE_THEN_READ,failure,failure,mongo1,316,316,majority,majority,True,1.17,True,False,
317,1789626971.1209095,client_A,WRITE_THEN_READ,failure,failure,mongo1,317,317,majority,majority,True,0.72,True,False,
318,1789626971.1217508,client_A,WRITE_THEN_READ,failure,failure,mongo1,318,318,majority,majority,True,0.84,True,False,
319,1789626971.122688,client_A,WRITE_THEN_READ,failure,failure,mongo1,319,319,majority,majority,True,0.94,True,False,
320,1789626971.1234834,client_A,WRITE_THEN_READ,failure,failure,mongo1,320,320,majority,majority,True,0.79,True,False,
321,1789626971.124408,client_A,WRITE_THEN_READ,failure,failure,mongo1,321,321,majority,majority,True,0.92,True,False,
322,1789626971.1257012,client_A,WRITE_THEN_READ,failure,failure,mongo1,322,322,majority,majority,True,1.29,True,False,
323,1789626971.126777,client_A,WRITE_THEN_READ,failure,failure,mongo1,323,323,majority,majority,True,1.07,True,False,
324,1789626971.1277363,client_A,WRITE_THEN_READ,failure,failure,mongo1,324,324,majority,majority,True,0.96,True,False,
325,1789626971.1286042,client_A,WRITE_THEN_READ,failure,failure,mongo1,325,325,majority,majority,True,0.87,True,False,
326,1789626971.1295464,client_A,WRITE_THEN_READ,failure,failure,mongo1,326,326,majority,majority,True,0.94,True,False,
327,1789626971.130996,client_A,WRITE_THEN_READ,failure,failure,mongo1,327,327,majority,majority,True,1.45,True,False,
328,1789626971.1319175,client_A,WRITE_THEN_READ,failure,failure,mongo1,328,328,majority,majority,True,0.92,True,False,
329,1789626971.1329002,client_A,WRITE_THEN_READ,failure,failure,mongo1,329,329,majority,majority,True,0.98,True,False,
330,1789626971.1341698,client_A,WRITE_THEN_READ,failure,failure,mongo1,330,330,majority,majority,True,1.27,True,False,
331,1789626971.1351545,client_A,WRITE_THEN_READ,failure,failure,mongo1,331,331,majority,majority,True,0.98,True,False,
332,1789626971.135972,client_A,WRITE_THEN_READ,failure,failure,mongo1,332,332,majority,majority,True,0.82,True,False,
333,1789626971.136882,client_A,WRITE_THEN_READ,failure,failure,mongo1,333,333,majority,majority,True,0.91,True,False,
334,1789626971.1376967,client_A,WRITE_THEN_READ,failure,failure,mongo1,334,334,majority,majority,True,0.81,True,False,
335,1789626971.1386518,client_A,WRITE_THEN_READ,failure,failure,mongo1,335,335,majority,majority,True,0.95,True,False,
336,1789626971.1394827,client_A,WRITE_THEN_READ,failure,failure,mongo1,336,336,majority,majority,True,0.83,True,False,
337,1789626971.1403694,client_A,WRITE_THEN_READ,failure,failure,mongo1,337,337,majority,majority,True,0.89,True,False,
338,1789626971.1420026,client_A,WRITE_THEN_READ,failure,failure,mongo1,338,338,majority,majority,True,1.63,True,False,
339,1789626971.1431499,client_A,WRITE_THEN_READ,failure,failure,mongo1,339,339,majority,majority,True,1.14,True,False,
340,1789626971.144164,client_A,WRITE_THEN_READ,failure,failure,mongo1,340,340,majority,majority,True,1.01,True,False,
341,1789626971.1451538,client_A,WRITE_THEN_READ,failure,failure,mongo1,341,341,majority,majority,True,0.99,True,False,
342,1789626971.1462314,client_A,WRITE_THEN_READ,failure,failure,mongo1,342,342,majority,majority,True,1.08,True,False,
343,1789626971.1471832,client_A,WRITE_THEN_READ,failure,failure,mongo1,343,343,majority,majority,True,0.95,True,False,
344,1789626971.1480346,client_A,WRITE_THEN_READ,failure,failure,mongo1,344,344,majority,majority,True,0.85,True,False,
345,1789626971.1491575,client_A,WRITE_THEN_READ,failure,failure,mongo1,345,345,majority,majority,True,1.12,True,False,
346,1789626971.1505518,client_A,WRITE_THEN_READ,failure,failure,mongo1,346,346,majority,majority,True,1.39,True,False,
347,1789626971.1515436,client_A,WRITE_THEN_READ,failure,failure,mongo1,347,347,majority,majority,True,0.99,True,False,
348,1789626971.15374,client_A,WRITE_THEN_READ,failure,failure,mongo1,348,348,majority,majority,True,2.19,True,False,
349,1789626971.1547275,client_A,WRITE_THEN_READ,failure,failure,mongo1,349,349,majority,majority,True,0.99,True,False,
350,1789626971.1555488,client_A,WRITE_THEN_READ,failure,failure,mongo1,350,350,majority,majority,True,0.82,True,False,
351,1789626971.1564577,client_A,WRITE_THEN_READ,failure,failure,mongo1,351,351,majority,majority,True,0.91,True,False,
352,1789626971.157446,client_A,WRITE_THEN_READ,failure,failure,mongo1,352,352,majority,majority,True,0.99,True,False,
353,1789626971.1584356,client_A,WRITE_THEN_READ,failure,failure,mongo1,353,353,majority,majority,True,0.99,True,False,
354,1789626971.1595616,client_A,WRITE_THEN_READ,failure,failure,mongo1,354,354,majority,majority,True,1.12,True,False,
355,1789626971.1604624,client_A,WRITE_THEN_READ,failure,failure,mongo1,355,355,majority,majority,True,0.9,True,False,
356,1789626971.1614723,client_A,WRITE_THEN_READ,failure,failure,mongo1,356,356,majority,majority,True,1.01,True,False,
357,1789626971.162405,client_A,WRITE_THEN_READ,failure,failure,mongo1,357,357,majority,majority,True,0.93,True,False,
358,1789626971.1633043,client_A,WRITE_THEN_READ,failure,failure,mongo1,358,358,majority,majority,True,0.9,True,False,
359,1789626971.1644542,client_A,WRITE_THEN_READ,failure,failure,mongo1,359,359,majority,majority,True,1.15,True,False,
360,1789626971.1653955,client_A,WRITE_THEN_READ,failure,failure,mongo1,360,360,majority,majority,True,0.94,True,False,
361,1789626971.166437,client_A,WRITE_THEN_READ,failure,failure,mongo1,361,361,majority,majority,True,1.04,True,False,
362,1789626971.1675367,client_A,WRITE_THEN_READ,failure,failure,mongo1,362,362,majority,majority,True,1.1,True,False,
363,1789626971.1684792,client_A,WRITE_THEN_READ,failure,failure,mongo1,363,363,majority,majority,True,0.94,True,False,
364,1789626971.1695423,client_A,WRITE_THEN_READ,failure,failure,mongo1,364,364,majority,majority,True,1.06,True,False,
365,1789626971.170587,client_A,WRITE_THEN_READ,failure,failure,mongo1,365,365,majority,majority,True,1.04,True,False,
366,1789626971.1715007,client_A,WRITE_THEN_READ,failure,failure,mongo1,366,366,majority,majority,True,0.91,True,False,
367,1789626971.1725237,client_A,WRITE_THEN_READ,failure,failure,mongo1,367,367,majority,majority,True,1.02,True,False,
368,1789626971.1735802,client_A,WRITE_THEN_READ,failure,failure,mongo1,368,368,majority,majority,True,1.05,True,False,
369,1789626971.174768,client_A,WRITE_THEN_READ,failure,failure,mongo1,369,369,majority,majority,True,1.19,True,False,
370,1789626971.1763096,client_A,WRITE_THEN_READ,failure,failure,mongo1,370,370,majority,majority,True,1.54,True,False,
371,1789626971.1772978,client_A,WRITE_THEN_READ,failure,failure,mongo1,371,371,majority,majority,True,0.99,True,False,
372,1789626971.1782596,client_A,WRITE_THEN_READ,failure,failure,mongo1,372,372,majority,majority,True,0.96,True,False,
373,1789626971.1792076,client_A,WRITE_THEN_READ,failure,failure,mongo1,373,373,majority,majority,True,0.95,True,False,
374,1789626971.180082,client_A,WRITE_THEN_READ,failure,failure,mongo1,374,374,majority,majority,True,0.87,True,False,
375,1789626971.1809647,client_A,WRITE_THEN_READ,failure,failure,mongo1,375,375,majority,majority,True,0.88,True,False,
376,1789626971.1818995,client_A,WRITE_THEN_READ,failure,failure,mongo1,376,376,majority,majority,True,0.93,True,False,
377,1789626971.182854,client_A,WRITE_THEN_READ,failure,failure,mongo1,377,377,majority,majority,True,0.95,True,False,
378,1789626971.1840296,client_A,WRITE_THEN_READ,failure,failure,mongo1,378,378,majority,majority,True,1.17,True,False,
379,1789626971.1848667,client_A,WRITE_THEN_READ,failure,failure,mongo1,379,379,majority,majority,True,0.84,True,False,
380,1789626971.1863012,client_A,WRITE_THEN_READ,failure,failure,mongo1,380,380,majority,majority,True,1.43,True,False,
381,1789626971.1872303,client_A,WRITE_THEN_READ,failure,failure,mongo1,381,381,majority,majority,True,0.93,True,False,
382,1789626971.188235,client_A,WRITE_THEN_READ,failure,failure,mongo1,382,382,majority,majority,True,1.0,True,False,
383,1789626971.1892276,client_A,WRITE_THEN_READ,failure,failure,mongo1,383,383,majority,majority,True,0.99,True,False,
384,1789626971.190236,client_A,WRITE_THEN_READ,failure,failure,mongo1,384,384,majority,majority,True,1.01,True,False,
385,1789626971.191301,client_A,WRITE_THEN_READ,failure,failure,mongo1,385,385,majority,majority,True,1.06,True,False,
386,1789626971.1925085,client_A,WRITE_THEN_READ,failure,failure,mongo1,386,386,majority,majority,True,1.21,True,False,
387,1789626971.193471,client_A,WRITE_THEN_READ,failure,failure,mongo1,387,387,majority,majority,True,0.96,True,False,
388,1789626971.1944776,client_A,WRITE_THEN_READ,failure,failure,mongo1,388,388,majority,majority,True,1.0,True,False,
389,1789626971.1954365,client_A,WRITE_THEN_READ,failure,failure,mongo1,389,389,majority,majority,True,0.96,True,False,
390,1789626971.19639,client_A,WRITE_THEN_READ,failure,failure,mongo1,390,390,majority,majority,True,0.95,True,False,
391,1789626971.197733,client_A,WRITE_THEN_READ,failure,failure,mongo1,391,391,majority,majority,True,1.34,True,False,
392,1789626971.1987293,client_A,WRITE_THEN_READ,failure,failure,mongo1,392,392,majority,majority,True,0.99,True,False,
393,1789626971.199589,client_A,WRITE_THEN_READ,failure,failure,mongo1,393,393,majority,majority,True,0.86,True,False,
394,1789626971.2007022,client_A,WRITE_THEN_READ,failure,failure,mongo1,394,394,majority,majority,True,1.11,True,False,
395,1789626971.2016683,client_A,WRITE_THEN_READ,failure,failure,mongo1,395,395,majority,majority,True,0.96,True,False,
396,1789626971.2027073,client_A,WRITE_THEN_READ,failure,failure,mongo1,396,396,majority,majority,True,1.04,True,False,
397,1789626971.2035582,client_A,WRITE_THEN_READ,failure,failure,mongo1,397,397,majority,majority,True,0.85,True,False,
398,1789626971.2043297,client_A,WRITE_THEN_READ,failure,failure,mongo1,398,398,majority,majority,True,0.77,True,False,
399,1789626971.2051778,client_A,WRITE_THEN_READ,failure,failure,mongo1,399,399,majority,majority,True,0.85,True,False,
400,1789626971.206225,client_A,WRITE_THEN_READ,failure,failure,mongo1,400,400,majority,majority,True,1.05,True,False,
401,1789626971.2072597,client_A,WRITE_THEN_READ,failure,failure,mongo1,401,401,majority,majority,True,1.01,True,False,
402,1789626971.2088192,client_A,WRITE_THEN_READ,failure,failure,mongo1,402,402,majority,majority,True,1.56,True,False,
403,1789626971.2099504,client_A,WRITE_THEN_READ,failure,failure,mongo1,403,403,majority,majority,True,1.13,True,False,
404,1789626971.2111197,client_A,WRITE_THEN_READ,failure,failure,mongo1,404,404,majority,majority,True,1.17,True,False,
405,1789626971.2120728,client_A,WRITE_THEN_READ,failure,failure,mongo1,405,405,majority,majority,True,0.95,True,False,
406,1789626971.2129922,client_A,WRITE_THEN_READ,failure,failure,mongo1,406,406,majority,majority,True,0.92,True,False,
407,1789626971.2141037,client_A,WRITE_THEN_READ,failure,failure,mongo1,407,407,majority,majority,True,1.11,True,False,
408,1789626971.215139,client_A,WRITE_THEN_READ,failure,failure,mongo1,408,408,majority,majority,True,1.03,True,False,
409,1789626971.216054,client_A,WRITE_THEN_READ,failure,failure,mongo1,409,409,majority,majority,True,0.91,True,False,
410,1789626971.217304,client_A,WRITE_THEN_READ,failure,failure,mongo1,410,410,majority,majority,True,1.25,True,False,
411,1789626971.2183354,client_A,WRITE_THEN_READ,failure,failure,mongo1,411,411,majority,majority,True,1.03,True,False,
412,1789626971.2196162,client_A,WRITE_THEN_READ,failure,failure,mongo1,412,412,majority,majority,True,1.28,True,False,
413,1789626971.2204645,client_A,WRITE_THEN_READ,failure,failure,mongo1,413,413,majority,majority,True,0.85,True,False,
414,1789626971.2213883,client_A,WRITE_THEN_READ,failure,failure,mongo1,414,414,majority,majority,True,0.92,True,False,
415,1789626971.2223992,client_A,WRITE_THEN_READ,failure,failure,mongo1,415,415,majority,majority,True,1.01,True,False,
416,1789626971.2232354,client_A,WRITE_THEN_READ,failure,failure,mongo1,416,416,majority,majority,True,0.83,True,False,
417,1789626971.2240725,client_A,WRITE_THEN_READ,failure,failure,mongo1,417,417,majority,majority,True,0.84,True,False,
418,1789626971.2252765,client_A,WRITE_THEN_READ,failure,failure,mongo1,418,418,majority,majority,True,1.2,True,False,
419,1789626971.2261682,client_A,WRITE_THEN_READ,failure,failure,mongo1,419,419,majority,majority,True,0.89,True,False,
420,1789626971.2270968,client_A,WRITE_THEN_READ,failure,failure,mongo1,420,420,majority,majority,True,0.93,True,False,
421,1789626971.2279553,client_A,WRITE_THEN_READ,failure,failure,mongo1,421,421,majority,majority,True,0.86,True,False,
422,1789626971.2290847,client_A,WRITE_THEN_READ,failure,failure,mongo1,422,422,majority,majority,True,1.13,True,False,
423,1789626971.2304678,client_A,WRITE_THEN_READ,failure,failure,mongo1,423,423,majority,majority,True,1.38,True,False,
424,1789626971.231483,client_A,WRITE_THEN_READ,failure,failure,mongo1,424,424,majority,majority,True,1.01,True,False,
425,1789626971.2324836,client_A,WRITE_THEN_READ,failure,failure,mongo1,425,425,majority,majority,True,1.0,True,False,
426,1789626971.2337682,client_A,WRITE_THEN_READ,failure,failure,mongo1,426,426,majority,majority,True,1.28,True,False,
427,1789626971.2347767,client_A,WRITE_THEN_READ,failure,failure,mongo1,427,427,majority,majority,True,1.01,True,False,
428,1789626971.2356467,client_A,WRITE_THEN_READ,failure,failure,mongo1,428,428,majority,majority,True,0.87,True,False,
429,1789626971.2366164,client_A,WRITE_THEN_READ,failure,failure,mongo1,429,429,majority,majority,True,0.97,True,False,
430,1789626971.2377543,client_A,WRITE_THEN_READ,failure,failure,mongo1,430,430,majority,majority,True,1.14,True,False,
431,1789626971.2387657,client_A,WRITE_THEN_READ,failure,failure,mongo1,431,431,majority,majority,True,1.01,True,False,
432,1789626971.2397544,client_A,WRITE_THEN_READ,failure,failure,mongo1,432,432,majority,majority,True,0.99,True,False,
433,1789626971.2408028,client_A,WRITE_THEN_READ,failure,failure,mongo1,433,433,majority,majority,True,1.05,True,False,
434,1789626971.242664,client_A,WRITE_THEN_READ,failure,failure,mongo1,434,434,majority,majority,True,1.86,True,False,
435,1789626971.2436066,client_A,WRITE_THEN_READ,failure,failure,mongo1,435,435,majority,majority,True,0.94,True,False,
436,1789626971.2445831,client_A,WRITE_THEN_READ,failure,failure,mongo1,436,436,majority,majority,True,0.97,True,False,
437,1789626971.2455978,client_A,WRITE_THEN_READ,failure,failure,mongo1,437,437,majority,majority,True,1.01,True,False,
438,1789626971.2466295,client_A,WRITE_THEN_READ,failure,failure,mongo1,438,438,majority,majority,True,1.03,True,False,
439,1789626971.247583,client_A,WRITE_THEN_READ,failure,failure,mongo1,439,439,majority,majority,True,0.95,True,False,
440,1789626971.2485335,client_A,WRITE_THEN_READ,failure,failure,mongo1,440,440,majority,majority,True,0.95,True,False,
441,1789626971.24952,client_A,WRITE_THEN_READ,failure,failure,mongo1,441,441,majority,majority,True,0.98,True,False,
442,1789626971.2508574,client_A,WRITE_THEN_READ,failure,failure,mongo1,442,442,majority,majority,True,1.34,True,False,
443,1789626971.2517827,client_A,WRITE_THEN_READ,failure,failure,mongo1,443,443,majority,majority,True,0.92,True,False,
444,1789626971.2531672,client_A,WRITE_THEN_READ,failure,failure,mongo1,444,444,majority,majority,True,1.38,True,False,
445,1789626971.2541738,client_A,WRITE_THEN_READ,failure,failure,mongo1,445,445,majority,majority,True,1.0,True,False,
446,1789626971.2551582,client_A,WRITE_THEN_READ,failure,failure,mongo1,446,446,majority,majority,True,0.98,True,False,
447,1789626971.2561367,client_A,WRITE_THEN_READ,failure,failure,mongo1,447,447,majority,majority,True,0.98,True,False,
448,1789626971.2571,client_A,WRITE_THEN_READ,failure,failure,mongo1,448,448,majority,majority,True,0.96,True,False,
449,1789626971.2581594,client_A,WRITE_THEN_READ,failure,failure,mongo1,449,449,majority,majority,True,1.06,True,False,
450,1789626971.259518,client_A,WRITE_THEN_READ,failure,failure,mongo1,450,450,majority,majority,True,1.36,True,False,
451,1789626971.2604792,client_A,WRITE_THEN_READ,failure,failure,mongo1,451,451,majority,majority,True,0.96,True,False,
452,1789626971.2615213,client_A,WRITE_THEN_READ,failure,failure,mongo1,452,452,majority,majority,True,1.04,True,False,
453,1789626971.262708,client_A,WRITE_THEN_READ,failure,failure,mongo1,453,453,majority,majority,True,1.18,True,False,
454,1789626971.2635007,client_A,WRITE_THEN_READ,failure,failure,mongo1,454,454,majority,majority,True,0.79,True,False,
455,1789626971.2646985,client_A,WRITE_THEN_READ,failure,failure,mongo1,455,455,majority,majority,True,1.2,True,False,
456,1789626971.2656095,client_A,WRITE_THEN_READ,failure,failure,mongo1,456,456,majority,majority,True,0.91,True,False,
457,1789626971.266522,client_A,WRITE_THEN_READ,failure,failure,mongo1,457,457,majority,majority,True,0.91,True,False,
458,1789626971.26779,client_A,WRITE_THEN_READ,failure,failure,mongo1,458,458,majority,majority,True,1.26,True,False,
459,1789626971.2687404,client_A,WRITE_THEN_READ,failure,failure,mongo1,459,459,majority,majority,True,0.95,True,False,
460,1789626971.269773,client_A,WRITE_THEN_READ,failure,failure,mongo1,460,460,majority,majority,True,1.03,True,False,
461,1789626971.2707317,client_A,WRITE_THEN_READ,failure,failure,mongo1,461,461,majority,majority,True,0.96,True,False,
462,1789626971.2716873,client_A,WRITE_THEN_READ,failure,failure,mongo1,462,462,majority,majority,True,0.95,True,False,
463,1789626971.2726617,client_A,WRITE_THEN_READ,failure,failure,mongo1,463,463,majority,majority,True,0.97,True,False,
464,1789626971.2736306,client_A,WRITE_THEN_READ,failure,failure,mongo1,464,464,majority,majority,True,0.97,True,False,
465,1789626971.2746341,client_A,WRITE_THEN_READ,failure,failure,mongo1,465,465,majority,majority,True,1.0,True,False,
466,1789626971.276012,client_A,WRITE_THEN_READ,failure,failure,mongo1,466,466,majority,majority,True,1.38,True,False,
467,1789626971.2768023,client_A,WRITE_THEN_READ,failure,failure,mongo1,467,467,majority,majority,True,0.79,True,False,
468,1789626971.2776165,client_A,WRITE_THEN_READ,failure,failure,mongo1,468,468,majority,majority,True,0.81,True,False,
469,1789626971.2785037,client_A,WRITE_THEN_READ,failure,failure,mongo1,469,469,majority,majority,True,0.89,True,False,
470,1789626971.2795196,client_A,WRITE_THEN_READ,failure,failure,mongo1,470,470,majority,majority,True,1.01,True,False,
471,1789626971.2804775,client_A,WRITE_THEN_READ,failure,failure,mongo1,471,471,majority,majority,True,0.96,True,False,
472,1789626971.2815108,client_A,WRITE_THEN_READ,failure,failure,mongo1,472,472,majority,majority,True,1.03,True,False,
473,1789626971.2825246,client_A,WRITE_THEN_READ,failure,failure,mongo1,473,473,majority,majority,True,1.01,True,False,
474,1789626971.2836618,client_A,WRITE_THEN_READ,failure,failure,mongo1,474,474,majority,majority,True,1.14,True,False,
475,1789626971.2846334,client_A,WRITE_THEN_READ,failure,failure,mongo1,475,475,majority,majority,True,0.97,True,False,
476,1789626971.2860818,client_A,WRITE_THEN_READ,failure,failure,mongo1,476,476,majority,majority,True,1.45,True,False,
477,1789626971.2870443,client_A,WRITE_THEN_READ,failure,failure,mongo1,477,477,majority,majority,True,0.96,True,False,
478,1789626971.2879844,client_A,WRITE_THEN_READ,failure,failure,mongo1,478,478,majority,majority,True,0.94,True,False,
479,1789626971.2889361,client_A,WRITE_THEN_READ,failure,failure,mongo1,479,479,majority,majority,True,0.95,True,False,
480,1789626971.2900243,client_A,WRITE_THEN_READ,failure,failure,mongo1,480,480,majority,majority,True,1.09,True,False,
481,1789626971.291063,client_A,WRITE_THEN_READ,failure,failure,mongo1,481,481,majority,majority,True,1.04,True,False,
482,1789626971.2925577,client_A,WRITE_THEN_READ,failure,failure,mongo1,482,482,majority,majority,True,1.49,True,False,
483,1789626971.293535,client_A,WRITE_THEN_READ,failure,failure,mongo1,483,483,majority,majority,True,0.98,True,False,
484,1789626971.2945178,client_A,WRITE_THEN_READ,failure,failure,mongo1,484,484,majority,majority,True,0.98,True,False,
485,1789626971.2953622,client_A,WRITE_THEN_READ,failure,failure,mongo1,485,485,majority,majority,True,0.84,True,False,
486,1789626971.2961292,client_A,WRITE_THEN_READ,failure,failure,mongo1,486,486,majority,majority,True,0.77,True,False,
