iteration,timestamp,client_id,operation,phase,scenario,failed_node,requested_version,observed_version,read_concern,write_concern,latency_ms,success,violation,error
268,1789625830.6803973,client_A,WRITE_THEN_READ,failure,failure,mongo1,268,199,local,1,0.47,True,True,
269,1789625830.680924,client_A,WRITE_THEN_READ,failure,failure,mongo1,269,199,local,1,0.52,True,True,
270,1789625830.6814346,client_A,WRITE_THEN_READ,failure,failure,mongo1,270,199,local,1,0.51,True,True,
271,1789625830.6819148,client_A,WRITE_THEN_READ,failure,failure,mongo1,271,199,local,1,0.48,True,True,
272,1789625830.6823802,client_A,WRITE_THEN_READ,failure,failure,mongo1,272,199,local,1,0.46,True,True,
273,1789625830.682836,client_A,WRITE_THEN_READ,failure,failure,mongo1,273,199,local,1,0.45,True,True,
274,1789625830.683292,client_A,WRITE_THEN_READ,failure,failure,mongo1,274,199,local,1,0.45,True,True,
275,1789625830.683762,client_A,WRITE_THEN_READ,failure,failure,mongo1,275,199,local,1,0.47,True,True,
276,1789625830.684245,client_A,WRITE_THEN_READ,failure,failure,mongo1,276,199,local,1,0.48,True,True,
277,1789625830.6847079,client_A,WRITE_THEN_READ,failure,failure,mongo1,277,199,local,1,0.46,True,True,
278,1789625830.6851704,client_A,WRITE_THEN_READ,failure,failure,mongo1,278,199,local,1,0.46,True,True,
279,1789625830.6856658,client_A,WRITE_THEN_READ,failure,failure,mongo1,279,199,local,1,0.49,True,True,
280,1789625830.686113,client_A,WRITE_THEN_READ,failure,failure,mongo1,280,199,local,1,0.45,True,True,
281,1789625830.6866155,client_A,WRITE_THEN_READ,failure,failure,mongo1,281,199,local,1,0.5,True,True,
282,1789625830.6870797,client_A,WRITE_THEN_READ,failure,failure,mongo1,282,199,local,1,0.46,True,True,
283,1789625830.687525,client_A,WRITE_THEN_READ,failure,failure,mongo1,283,199,local,1,0.44,True,True,
284,1789625830.6879957,client_A,WRITE_THEN_READ,failure,failure,mongo1,284,199,local,1,0.47,True,True,
285,1789625830.6884964,client_A,WRITE_THEN_READ,failure,failure,mongo1,285,199,local,1,0.5,True,True,
286,1789625830.6889565,client_A,WRITE_THEN_READ,failure,failure,mongo1,286,199,local,1,0.46,True,True,
287,1789625830.6894283,client_A,WRITE_THEN_READ,failure,failure,mongo1,287,199,local,1,0.47,True,True,
288,1789625830.6898937,client_A,WRITE_THEN_READ,failure,failure,mongo1,288,199,local,1,0.46,True,True,
289,1789625830.6904783,client_A,WRITE_THEN_READ,failure,failure,mongo1,289,199,local,1,0.58,True,True,
290,1789625830.6909914,client_A,WRITE_THEN_READ,failure,failure,mongo1,290,199,local,1,0.51,True,True,
291,1789625830.6915054,client_A,WRITE_THEN_READ,failure,failure,mongo1,291,199,local,1,0.51,True,True,
292,1789625830.6919787,client_A,WRITE_THEN_READ,failure,failure,mongo1,292,199,local,1,0.47,True,True,
293,1789625830.6924736,client_A,WRITE_THEN_READ,failure,failure,mongo1,293,199,local,1,0.49,True,True,
294,1789625830.6929543,client_A,WRITE_THEN_READ,failure,failure,mongo1,294,199,local,1,0.48,True,True,
295,1789625830.6934392,client_A,WRITE_THEN_READ,failure,failure,mongo1,295,199,local,1,0.48,True,True,
296,1789625830.6939576,client_A,WRITE_THEN_READ,failure,failure,mongo1,296,199,local,1,0.52,True,True,
297,1789625830.6944828,client_A,WRITE_THEN_READ,failure,failure,mongo1,297,199,local,1,0.52,True,True,
298,1789625830.6949625,client_A,WRITE_THEN_READ,failure,failure,mongo1,298,199,local,1,0.48,True,True,
299,1789625830.6954653,client_A,WRITE_THEN_READ,failure,failure,mongo1,299,199,local,1,0.5,True,True,
300,1789625830.6959577,client_A,WRITE_THEN_READ,failure,failure,mongo1,300,199,local,1,0.49,True,True,
301,1789625830.6965294,client_A,WRITE_THEN_READ,failure,failure,mongo1,301,199,local,1,0.56,True,True,
302,1789625830.6970053,client_A,WRITE_THEN_READ,failure,failure,mongo1,302,199,local,1,0.47,True,True,
303,1789625830.6974962,client_A,WRITE_THEN_READ,failure,failure,mongo1,303,199,local,1,0.49,True,True,
304,1789625830.6979954,client_A,WRITE_THEN_READ,failure,failure,mongo1,304,199,local,1,0.5,True,True,
305,1789625830.6985507,client_A,WRITE_THEN_READ,failure,failure,mongo1,305,199,local,1,0.55,True,True,
306,1789625830.6990356,client_A,WRITE_THEN_READ,failure,failure,mongo1,306,199,local,1,0.48,True,True,
307,1789625830.699486,client_A,WRITE_THEN_READ,failure,failure,mongo1,307,199,local,1,0.45,True,True,
308,1789625830.6999269,client_A,WRITE_THEN_READ,failure,failure,mongo1,308,199,local,1,0.44,True,True,
309,1789625830.7003744,client_A,WRITE_THEN_READ,failure,failure,mongo1,309,199,local,1,0.45,True,True,
310,1789625830.7008915,client_A,WRITE_THEN_READ,failure,failure,mongo1,310,199,local,1,0.52,True,True,
311,1789625830.7013872,client_A,WRITE_THEN_READ,failure,failure,mongo1,311,199,local,1,0.49,True,True,
312,1789625830.7019234,client_A,WRITE_THEN_READ,failure,failure,mongo1,312,199,local,1,0.53,True,True,
313,1789625830.702471,client_A,WRITE_THEN_READ,failure,failure,mongo1,313,199,local,1,0.55,True,True,
314,1789625830.7029505,client_A,WRITE_THEN_READ,failure,failure,mongo1,314,199,local,1,0.48,True,True,
315,1789625830.703413,client_A,WRITE_THEN_READ,failure,failure,mongo1,315,199,local,1,0.46,True,True,
316,1789625830.7039156,client_A,WRITE_THEN_READ,failure,failure,mongo1,316,199,local,1,0.5,True,True,
317,1789625830.704429,client_A,WRITE_THEN_READ,failure,failure,mongo1,317,199,local,1,0.51,True,True,
318,1789625830.704963,client_A,WRITE_THEN_READ,failure,failure,mongo1,318,199,local,1,0.53,True,True,
319,1789625830.7055452,client_A,WRITE_THEN_READ,failure,failure,mongo1,319,199,local,1,0.58,True,True,
320,1789625830.706051,client_A,WRITE_THEN_READ,failure,failure,mongo1,320,199,local,1,0.5,True,True,
321,1789625830.7065861,client_A,WRITE_THEN_READ,failure,failure,mongo1,321,199,local,1,0.53,True,True,
322,1789625830.7071502,client_A,WRITE_THEN_READ,failure,failure,mongo1,322,199,local,1,0.56,True,True,
323,1789625830.7076242,client_A,WRITE_THEN_READ,failure,failure,mongo1,323,199,local,1,0.47,True,True,
324,1789625830.7080429,client_A,WRITE_THEN_READ,failure,failure,mongo1,324,199,local,1,0.42,True,True,
325,1789625830.7084985,client_A,WRITE_THEN_READ,failure,failure,mongo1,325,199,local,1,0.45,True,True,
326,1789625830.7089772,client_A,WRITE_THEN_READ,failure,failure,mongo1,326,199,local,1,0.48,True,True,
327,1789625830.709495,client_A,WRITE_THEN_READ,failure,failure,mongo1,327,199,local,1,0.52,True,True,
328,1789625830.7099493,client_A,WRITE_THEN_READ,failure,failure,mongo1,328,199,local,1,0.45,True,True,
329,1789625830.7105286,client_A,WRITE_THEN_READ,failure,failure,mongo1,329,199,local,1,0.58,True,True,
330,1789625830.7110002,client_A,WRITE_THEN_READ,failure,failure,mongo1,330,199,local,1,0.47,True,True,
331,1789625830.7115283,client_A,WRITE_THEN_READ,failure,failure,mongo1,331,199,local,1,0.53,True,True,
332,1789625830.7120068,client_A,WRITE_THEN_READ,failure,failure,mongo1,332,199,local,1,0.48,True,True,
333,1789625830.7125616,client_A,WRITE_THEN_READ,failure,failure,mongo1,333,199,local,1,0.55,True,True,
334,1789625830.71309,client_A,WRITE_THEN_READ,failure,failure,mongo1,334,199,local,1,0.53,True,True,
335,1789625830.7135663,client_A,WRITE_THEN_READ,failure,failure,mongo1,335,199,local,1,0.47,True,True,
336,1789625830.714098,client_A,WRITE_THEN_READ,failure,failure,mongo1,336,199,local,1,0.53,True,True,
337,1789625830.7146566,client_A,WRITE_THEN_READ,failure,failure,mongo1,337,199,local,1,0.56,True,True,
338,1789625830.7152042,client_A,WRITE_THEN_READ,failure,failure,mongo1,338,199,local,1,0.55,True,True,
339,1789625830.7156506,client_A,WRITE_THEN_READ,failure,failure,mongo1,339,199,local,1,0.44,True,True,
340,1789625830.716141,client_A,WRITE_THEN_READ,failure,failure,mongo1,340,199,local,1,0.49,True,True,
341,1789625830.7165818,client_A,WRITE_THEN_READ,failure,failure,mongo1,341,199,local,1,0.44,True,True,
342,1789625830.717154,client_A,WRITE_THEN_READ,failure,failure,mongo1,342,199,local,1,0.57,True,True,
343,1789625830.7176578,client_A,WRITE_THEN_READ,failure,failure,mongo1,343,199,local,1,0.5,True,True,
344,1789625830.7181637,client_A,WRITE_THEN_READ,failure,failure,mongo1,344,199,local,1,0.5,True,True,
345,1789625830.7186763,client_A,WRITE_THEN_READ,failure,failure,mongo1,345,199,local,1,0.51,True,True,
346,1789625830.7191503,client_A,WRITE_THEN_READ,failure,failure,mongo1,346,199,local,1,0.47,True,True,
347,1789625830.7196176,client_A,WRITE_THEN_READ,failure,failure,mongo1,347,199,local,1,0.47,True,True,
348,1789625830.7200935,client_A,WRITE_THEN_READ,failure,failure,mongo1,348,199,local,1,0.47,True,True,
349,1789625830.7205546,client_A,WRITE_THEN_READ,failure,failure,mongo1,349,199,local,1,0.46,True,True,
350,1789625830.721038,client_A,WRITE_THEN_READ,failure,failure,mongo1,350,199,local,1,0.48,True,True,
351,1789625830.7215269,client_A,WRITE_THEN_READ,failure,failure,mongo1,351,199,local,1,0.49,True,True,
352,1789625830.7220662,client_A,WRITE_THEN_READ,failure,failure,mongo1,352,199,local,1,0.54,True,True,
353,1789625830.7225869,client_A,WRITE_THEN_READ,failure,failure,mongo1,353,199,local,1,0.52,True,True,
354,1789625830.7230494,client_A,WRITE_THEN_READ,failure,failure,mongo1,354,199,local,1,0.46,True,True,
355,1789625830.723523,client_A,WRITE_THEN_READ,failure,failure,mongo1,355,199,local,1,0.47,True,True,
356,1789625830.7240248,client_A,WRITE_THEN_READ,failure,failure,mongo1,356,199,local,1,0.5,True,True,
357,1789625830.7245076,client_A,WRITE_THEN_READ,failure,failure,mongo1,357,199,local,1,0.48,True,True,
358,1789625830.7250302,client_A,WRITE_THEN_READ,failure,failure,mongo1,358,199,local,1,0.52,True,True,
359,1789625830.7255273,client_A,WRITE_THEN_READ,failure,failure,mongo1,359,199,local,1,0.5,True,True,
360,1789625830.7260232,client_A,WRITE_THEN_READ,failure,failure,mongo1,360,199,local,1,0.49,True,True,
361,1789625830.7266312,client_A,WRITE_THEN_READ,failure,failure,mongo1,361,199,local,1,0.61,True,True,
362,1789625830.7271492,client_A,WRITE_THEN_READ,failure,failure,mongo1,362,199,local,1,0.52,True,True,
363,1789625830.7276032,client_A,WRITE_THEN_READ,failure,failure,mongo1,363,199,local,1,0.45,True,True,
364,1789625830.7280686,client_A,WRITE_THEN_READ,failure,failure,mongo1,364,199,local,1,0.46,True,True,
365,1789625830.7285473,client_A,WRITE_THEN_READ,failure,failure,mongo1,365,199,local,1,0.48,True,True,
366,1789625830.729045,client_A,WRITE_THEN_READ,failure,failure,mongo1,366,199,local,1,0.5,True,True,
367,1789625830.7295752,client_A,WRITE_THEN_READ,failure,failure,mongo1,367,199,local,1,0.53,True,True,
368,1789625830.7300737,client_A,WRITE_THEN_READ,failure,failure,mongo1,368,199,local,1,0.5,True,True,
369,1789625830.730678,client_A,WRITE_THEN_READ,failure,failure,mongo1,369,199,local,1,0.6,True,True,
370,1789625830.731209,client_A,WRITE_THEN_READ,failure,failure,mongo1,370,199,local,1,0.53,True,True,
371,1789625830.7316997,client_A,WRITE_THEN_READ,failure,failure,mongo1,371,199,local,1,0.49,True,True,
372,1789625830.7321799,client_A,WRITE_THEN_READ,failure,failure,mongo1,372,199,local,1,0.48,True,True,
373,1789625830.7326741,client_A,WRITE_THEN_READ,failure,failure,mongo1,373,199,local,1,0.49,True,True,
374,1789625830.7331917,client_A,WRITE_THEN_READ,failure,failure,mongo1,374,199,local,1,0.52,True,True,
375,1789625830.7336838,client_A,WRITE_THEN_READ,failure,failure,mongo1,375,199,local,1,0.49,True,True,
376,1789625830.7341576,client_A,WRITE_THEN_READ,failure,failure,mongo1,376,199,local,1,0.47,True,True,
377,1789625830.7346454,client_A,WRITE_THEN_READ,failure,failure,mongo1,377,199,local,1,0.49,True,True,
378,1789625830.735086,client_A,WRITE_THEN_READ,failure,failure,mongo1,378,199,local,1,0.44,True,True,
379,1789625830.7355883,client_A,WRITE_THEN_READ,failure,failure,mongo1,379,199,local,1,0.5,True,True,
380,1789625830.7360704,client_A,WRITE_THEN_READ,failure,failure,mongo1,380,199,local,1,0.48,True,True,
381,1789625830.736586,client_A,WRITE_THEN_READ,failure,failure,mongo1,381,199,local,1,0.51,True,True,
382,1789625830.737113,client_A,WRITE_THEN_READ,failure,failure,mongo1,382,199,local,1,0.53,True,True,
383,1789625830.7376184,client_A,WRITE_THEN_READ,failure,failure,mongo1,383,199,local,1,0.5,True,True,
384,1789625830.7381709,client_A,WRITE_THEN_READ,failure,failure,mongo1,384,199,local,1,0.55,True,True,
385,1789625830.7387338,client_A,WRITE_THEN_READ,failure,failure,mongo1,385,199,local,1,0.56,True,True,
386,1789625830.7392743,client_A,WRITE_THEN_READ,failure,failure,mongo1,386,199,local,1,0.54,True,True,
387,1789625830.7397647,client_A,WRITE_THEN_READ,failure,failure,mongo1,387,199,local,1,0.49,True,True,
388,1789625830.7402644,client_A,WRITE_THEN_READ,failure,failure,mongo1,388,199,local,1,0.5,True,True,
389,1789625830.7407527,client_A,WRITE_THEN_READ,failure,failure,mongo1,389,199,local,1,0.49,True,True,
390,1789625830.741279,client_A,WRITE_THEN_READ,failure,failure,mongo1,390,199,local,1,0.52,True,True,
391,1789625830.7417889,client_A,WRITE_THEN_READ,failure,failure,mongo1,391,199,local,1,0.51,True,True,
392,1789625830.742285,client_A,WRITE_THEN_READ,failure,failure,mongo1,392,199,local,1,0.49,True,True,
393,1789625830.7428055,client_A,WRITE_THEN_READ,failure,failure,mongo1,393,199,local,1,0.52,True,True,
394,1789625830.7432609,client_A,WRITE_THEN_READ,failure,failure,mongo1,394,199,local,1,0.45,True,True,
395,1789625830.7437446,client_A,WRITE_THEN_READ,failure,failure,mongo1,395,199,local,1,0.48,True,True,
396,1789625830.7442045,client_A,WRITE_THEN_READ,failure,failure,mongo1,396,199,local,1,0.46,True,True,
397,1789625830.7447617,client_A,WRITE_THEN_READ,failure,failure,mongo1,397,199,local,1,0.56,True,True,
398,1789625830.7452815,client_A,WRITE_THEN_READ,failure,failure,mongo1,398,199,local,1,0.52,True,True,
399,1789625830.7458181,client_A,WRITE_THEN_READ,failure,failure,mongo1,399,199,local,1,0.53,True,True,
400,1789625830.7464328,client_A,WRITE_THEN_READ,failure,failure,mongo1,400,199,local,1,0.61,True,True,
401,1789625830.7470136,client_A,WRITE_THEN_READ,failure,failure,mongo1,401,199,local,1,0.57,True,True,
402,1789625830.747433,client_A,WRITE_THEN_READ,failure,failure,mongo1,402,199,local,1,0.42,True,True,
403,1789625830.7479045,client_A,WRITE_THEN_READ,failure,failure,mongo1,403,199,local,1,0.47,True,True,
404,1789625830.7483559,client_A,WRITE_THEN_READ,failure,failure,mongo1,404,199,local,1,0.45,True,True,
405,1789625830.7488158,client_A,WRITE_THEN_READ,failure,failure,mongo1,405,199,local,1,0.46,True,True,
406,1789625830.7493129,client_A,WRITE_THEN_READ,failure,failure,mongo1,406,199,local,1,0.5,True,True,
407,1789625830.749765,client_A,WRITE_THEN_READ,failure,failure,mongo1,407,199,local,1,0.45,True,True,
408,1789625830.750261,client_A,WRITE_THEN_READ,failure,failure,mongo1,408,199,local,1,0.49,True,True,
409,1789625830.7507968,client_A,WRITE_THEN_READ,failure,failure,mongo1,409,199,local,1,0.53,True,True,
410,1789625830.7512817,client_A,WRITE_THEN_READ,failure,failure,mongo1,410,199,local,1,0.48,True,True,
411,1789625830.751747,client_A,WRITE_THEN_READ,failure,failure,mongo1,411,199,local,1,0.46,True,True,
412,1789625830.7522593,client_A,WRITE_THEN_READ,failure,failure,mongo1,412,199,local,1,0.51,True,True,
413,1789625830.7527025,client_A,WRITE_THEN_READ,failure,failure,mongo1,413,199,local,1,0.44,True,True,
414,1789625830.7531555,client_A,WRITE_THEN_READ,failure,failure,mongo1,414,199,local,1,0.45,True,True,
415,1789625830.7536538,client_A,WRITE_THEN_READ,failure,failure,mongo1,415,199,local,1,0.5,True,True,
416,1789625830.7541673,client_A,WRITE_THEN_READ,failure,failure,mongo1,416,199,local,1,0.51,True,True,
417,1789625830.7547405,client_A,WRITE_THEN_READ,failure,failure,mongo1,417,199,local,1,0.57,True,True,
418,1789625830.755239,client_A,WRITE_THEN_READ,failure,failure,mongo1,418,199,local,1,0.5,True,True,
419,1789625830.7557282,client_A,WRITE_THEN_READ,failure,failure,mongo1,419,199,local,1,0.49,True,True,
420,1789625830.7562115,client_A,WRITE_THEN_READ,failure,failure,mongo1,420,199,local,1,0.48,True,True,
421,1789625830.7566957,client_A,WRITE_THEN_READ,failure,failure,mongo1,421,199,local,1,0.48,True,True,
422,1789625830.7572427,client_A,WRITE_THEN_READ,failure,failure,mongo1,422,199,local,1,0.55,True,True,
423,1789625830.7577298,client_A,WRITE_THEN_READ,failure,failure,mongo1,423,199,local,1,0.49,True,True,
424,1789625830.7582502,client_A,WRITE_THEN_READ,failure,failure,mongo1,424,199,local,1,0.52,True,True,
425,1789625830.7588255,client_A,WRITE_THEN_READ,failure,failure,mongo1,425,199,local,1,0.57,True,True,
426,1789625830.759354,client_A,WRITE_THEN_READ,failure,failure,mongo1,426,199,local,1,0.53,True,True,
427,1789625830.7598073,client_A,WRITE_THEN_READ,failure,failure,mongo1,427,199,local,1,0.45,True,True,
428,1789625830.7603083,client_A,WRITE_THEN_READ,failure,failure,mongo1,428,199,local,1,0.5,True,True,
429,1789625830.7607615,client_A,WRITE_THEN_READ,failure,failure,mongo1,429,199,local,1,0.45,True,True,
430,1789625830.761301,client_A,WRITE_THEN_READ,failure,failure,mongo1,430,199,local,1,0.54,True,True,
431,1789625830.7618315,client_A,WRITE_THEN_READ,failure,failure,mongo1,431,199,local,1,0.53,True,True,
432,1789625830.7624168,client_A,WRITE_THEN_READ,failure,failure,mongo1,432,199,local,1,0.58,True,True,
433,1789625830.762937,client_A,WRITE_THEN_READ,failure,failure,mongo1,433,199,local,1,0.52,True,True,
434,1789625830.7633874,client_A,WRITE_THEN_READ,failure,failure,mongo1,434,199,local,1,0.45,True,True,
435,1789625830.7638824,client_A,WRITE_THEN_READ,failure,failure,mongo1,435,199,local,1,0.49,True,True,
436,1789625830.7644339,client_A,WRITE_THEN_READ,failure,failure,mongo1,436,199,local,1,0.55,True,True,
437,1789625830.7649364,client_A,WRITE_THEN_READ,failure,failure,mongo1,437,199,local,1,0.5,True,True,
438,1789625830.765426,client_A,WRITE_THEN_READ,failure,failure,mongo1,438,199,local,1,0.49,True,True,
439,1789625830.7659955,client_A,WRITE_THEN_READ,failure,failure,mongo1,439,199,local,1,0.57,True,True,
440,1789625830.7665648,client_A,WRITE_THEN_READ,failure,failure,mongo1,440,199,local,1,0.57,True,True,
441,1789625830.7670102,client_A,WRITE_THEN_READ,failure,failure,mongo1,441,199,local,1,0.44,True,True,
442,1789625830.7674782,client_A,WRITE_THEN_READ,failure,failure,mongo1,442,199,local,1,0.47,True,True,
443,1789625830.7679877,client_A,WRITE_THEN_READ,failure,failure,mongo1,443,199,local,1,0.51,True,True,
444,1789625830.7685149,client_A,WRITE_THEN_READ,failure,failure,mongo1,444,199,local,1,0.53,True,True,
445,1789625830.769072,client_A,WRITE_THEN_READ,failure,failure,mongo1,445,199,local,1,0.56,True,True,
446,1789625830.7695549,client_A,WRITE_THEN_READ,failure,failure,mongo1,446,199,local,1,0.48,True,True,
447,1789625830.770011,client_A,WRITE_THEN_READ,failure,failure,mongo1,447,199,local,1,0.45,True,True,
448,1789625830.7705505,client_A,WRITE_THEN_READ,failure,failure,mongo1,448,199,local,1,0.54,True,True,
449,1789625830.7710118,client_A,WRITE_THEN_READ,failure,failure,mongo1,449,199,local,1,0.46,True,True,
450,1789625830.7714627,client_A,WRITE_THEN_READ,failure,failure,mongo1,450,199,local,1,0.45,True,True,
451,1789625830.771946,client_A,WRITE_THEN_READ,failure,failure,mongo1,451,199,local,1,0.48,True,True,
452,1789625830.7724152,client_A,WRITE_THEN_READ,failure,failure,mongo1,452,199,local,1,0.47,True,True,
453,1789625830.77293,client_A,WRITE_THEN_READ,failure,failure,mongo1,453,199,local,1,0.51,True,True,
454,1789625830.7734563,client_A,WRITE_THEN_READ,failure,failure,mongo1,454,199,local,1,0.52,True,True,
455,1789625830.774015,client_A,WRITE_THEN_READ,failure,failure,mongo1,455,199,local,1,0.56,True,True,
456,1789625830.774545,client_A,WRITE_THEN_READ,failure,failure,mongo1,456,199,local,1,0.53,True,True,
457,1789625830.7750804,client_A,WRITE_THEN_READ,failure,failure,mongo1,457,199,local,1,0.53,True,True,
458,1789625830.7755454,client_A,WRITE_THEN_READ,failure,failure,mongo1,458,199,local,1,0.46,True,True,
459,1789625830.7759755,client_A,WRITE_THEN_READ,failure,failure,mongo1,459,199,local,1,0.43,True,True,
460,1789625830.776444,client_A,WRITE_THEN_READ,failure,failure,mongo1,460,199,local,1,0.47,True,True,
461,1789625830.7769616,client_A,WRITE_THEN_READ,failure,failure,mongo1,461,199,local,1,0.52,True,True,
462,1789625830.7774906,client_A,WRITE_THEN_READ,failure,failure,mongo1,462,199,local,1,0.53,True,True,
463,1789625830.7779245,client_A,WRITE_THEN_READ,failure,failure,mongo1,463,199,local,1,0.43,True,True,
464,1789625830.7784643,client_A,WRITE_THEN_READ,failure,failure,mongo1,464,199,local,1,0.54,True,True,
465,1789625830.778949,client_A,WRITE_THEN_READ,failure,failure,mongo1,465,199,local,1,0.48,True,True,
466,1789625830.7794547,client_A,WRITE_THEN_READ,failure,failure,mongo1,466,199,local,1,0.5,True,True,
467,1789625830.7799537,client_A,WRITE_THEN_READ,failure,failure,mongo1,467,199,local,1,0.5,True,True,
468,1789625830.7804594,client_A,WRITE_THEN_READ,failure,failure,mongo1,468,199,local,1,0.5,True,True,
469,1789625830.7809534,client_A,WRITE_THEN_READ,failure,failure,mongo1,469,199,local,1,0.49,True,True,
470,1789625830.7814655,client_A,WRITE_THEN_READ,failure,failure,mongo1,470,199,local,1,0.51,True,True,
471,1789625830.7819302,client_A,WRITE_THEN_READ,failure,failure,mongo1,471,199,local,1,0.46,True,True,
472,1789625830.782481,client_A,WRITE_THEN_READ,failure,failure,mongo1,472,199,local,1,0.55,True,True,
473,1789625830.78295,client_A,WRITE_THEN_READ,failure,failure,mongo1,473,199,local,1,0.47,True,True,
474,1789625830.7835333,client_A,WRITE_THEN_READ,failure,failure,mongo1,474,199,local,1,0.58,True,True,
475,1789625830.7840683,client_A,WRITE_THEN_READ,failure,failure,mongo1,475,199,local,1,0.53,True,True,
476,1789625830.7845361,client_A,WRITE_THEN_READ,failure,failure,mongo1,476,199,local,1,0.47,True,True,
477,1789625830.785028,client_A,WRITE_THEN_READ,failure,failure,mongo1,477,199,local,1,0.49,True,True,
478,1789625830.7855067,client_A,WRITE_THEN_READ,failure,failure,mongo1,478,199,local,1,0.48,True,True,
479,1789625830.7859657,client_A,WRITE_THEN_READ,failure,failure,mongo1,479,199,local,1,0.46,True,True,
480,1789625830.7864916,client_A,WRITE_THEN_READ,failure,failure,mongo1,480,199,local,1,0.52,True,True,
481,1789625830.7869387,client_A,WRITE_THEN_READ,failure,failure,mongo1,481,199,local,1,0.45,True,True,
482,1789625830.7874138,client_A,WRITE_THEN_READ,failure,failure,mongo1,482,199,local,1,0.47,True,True,
483,1789625830.7878633,client_A,WRITE_THEN_READ,failure,failure,mongo1,483,199,local,1,0.45,True,True,
484,1789625830.7883008,client_A,WRITE_THEN_READ,failure,failure,mongo1,484,199,local,1,0.44,True,True,
485,1789625830.7887871,client_A,WRITE_THEN_READ,failure,failure,mongo1,485,199,local,1,0.48,True,True,
486,1789625830.789293,client_A,WRITE_THEN_READ,failure,failure,mongo1,486,199,local,1,0.5,True,True,
487,1789625830.7898068,client_A,WRITE_THEN_READ,failure,failure,mongo1,487,199,local,1,0.51,True,True,
488,1789625830.7902784,client_A,WRITE_THEN_READ,failure,failure,mongo1,488,199,local,1,0.47,True,True,
489,1789625830.7908108,client_A,WRITE_THEN_READ,failure,failure,mongo1,489,199,local,1,0.53,True,True,
490,1789625830.7912827,client_A,WRITE_THEN_READ,failure,failure,mongo1,490,199,local,1,0.47,True,True,
491,1789625830.7917209,client_A,WRITE_THEN_READ,failure,failure,mongo1,491,199,local,1,0.44,True,True,
492,1789625830.7922065,client_A,WRITE_THEN_READ,failure,failure,mongo1,492,199,local,1,0.48,True,True,
493,1789625830.7927427,client_A,WRITE_THEN_READ,failure,failure,mongo1,493,199,local,1,0.53,True,True,
494,1789625830.793259,client_A,WRITE_THEN_READ,failure,failure,mongo1,494,199,local,1,0.51,True,True,
495,1789625830.7937324,client_A,WRITE_THEN_READ,failure,failure,mongo1,495,199,local,1,0.47,True,True,
496,1789625830.7942715,client_A,WRITE_THEN_READ,failure,failure,mongo1,496,199,local,1,0.54,True,True,
497,1789625830.7947679,client_A,WRITE_THEN_READ,failure,failure,mongo1,497,199,local,1,0.49,True,True,
498,1789625830.79526,client_A,WRITE_THEN_READ,failure,failure,mongo1,498,199,local,1,0.49,True,True,
499,1789625830.795734,client_A,WRITE_THEN_READ,failure,failure,mongo1,499,199,local,1,0.47,True,True,
500,1789625830.7962534,client_A,WRITE_THEN_READ,failure,failure,mongo1,500,199,local,1,0.52,True,True,
501,1789625830.7968075,client_A,WRITE_THEN_READ,failure,failure,mongo1,501,199,local,1,0.54,True,True,
502,1789625830.7973258,client_A,WRITE_THEN_READ,failure,failure,mongo1,502,199,local,1,0.52,True,True,
503,1789625830.7978554,client_A,WRITE_THEN_READ,failure,failure,mongo1,503,199,local,1,0.53,True,True,
504,1789625830.7982922,client_A,WRITE_THEN_READ,failure,failure,mongo1,504,199,local,1,0.44,True,True,
505,1789625830.7988088,client_A,WRITE_THEN_READ,failure,failure,mongo1,505,199,local,1,0.51,True,True,
506,1789625830.799289,client_A,WRITE_THEN_READ,failure,failure,mongo1,506,199,local,1,0.48,True,True,
507,1789625830.799788,client_A,WRITE_THEN_READ,failure,failure,mongo1,507,199,local,1,0.5,True,True,
508,1789625830.80021,client_A,WRITE_THEN_READ,failure,failure,mongo1,508,199,local,1,0.42,True,True,
509,1789625830.8006973,client_A,WRITE_THEN_READ,failure,failure,mongo1,509,199,local,1,0.49,True,True,
510,1789625830.8011317,client_A,WRITE_THEN_READ,failure,failure,mongo1,510,199,local,1,0.43,True,True,
511,1789625830.8016436,client_A,WRITE_THEN_READ,failure,failure,mongo1,511,199,local,1,0.51,True,True,
512,1789625830.802128,client_A,WRITE_THEN_READ,failure,failure,mongo1,512,199,local,1,0.48,True,True,
513,1789625830.802675,client_A,WRITE_THEN_READ,failure,failure,mongo1,513,199,local,1,0.55,True,True,
514,1789625830.80314,client_A,WRITE_THEN_READ,failure,failure,mongo1,514,199,local,1,0.46,True,True,
515,1789625830.8036559,client_A,WRITE_THEN_READ,failure,failure,mongo1,515,199,local,1,0.51,True,True,
516,1789625830.8041682,client_A,WRITE_THEN_READ,failure,failure,mongo1,516,199,local,1,0.51,True,True,
517,1789625830.8046594,client_A,WRITE_THEN_READ,failure,failure,mongo1,517,199,local,1,0.49,True,True,
518,1789625830.8051388,client_A,WRITE_THEN_READ,failure,failure,mongo1,518,199,local,1,0.48,True,True,
519,1789625830.8057342,client_A,WRITE_THEN_READ,failure,failure,mongo1,519,199,local,1,0.59,True,True,
520,1789625830.8063674,client_A,WRITE_THEN_READ,failure,failure,mongo1,520,199,local,1,0.63,True,True,
521,1789625830.8069108,client_A,WRITE_THEN_READ,failure,failure,mongo1,521,199,local,1,0.54,True,True,
