iteration,timestamp,client_id,operation,phase,scenario,failed_node,requested_version,observed_version,read_concern,write_concern,causal_session,latency_ms,success,violation,error
259,1789626926.5940099,client_A,WRITE_THEN_READ,failure,failure,mongo2,259,199,local,1,False,0.46,True,True,
260,1789626926.5945704,client_A,WRITE_THEN_READ,failure,failure,mongo2,260,199,local,1,False,0.56,True,True,
261,1789626926.5950418,client_A,WRITE_THEN_READ,failure,failure,mongo2,261,199,local,1,False,0.47,True,True,
262,1789626926.595507,client_A,WRITE_THEN_READ,failure,failure,mongo2,262,199,local,1,False,0.46,True,True,
263,1789626926.5959983,client_A,WRITE_THEN_READ,failure,failure,mongo2,263,199,local,1,False,0.49,True,True,
264,1789626926.5965247,client_A,WRITE_THEN_READ,failure,failure,mongo2,264,199,local,1,False,0.53,True,True,
265,1789626926.597108,client_A,WRITE_THEN_READ,failure,failure,mongo2,265,199,local,1,False,0.58,True,True,
266,1789626926.597549,client_A,WRITE_THEN_READ,failure,failure,mongo2,266,199,local,1,False,0.44,True,True,
267,1789626926.5980358,client_A,WRITE_THEN_READ,failure,failure,mongo2,267,199,local,1,False,0.48,True,True,
268,1789626926.5985806,client_A,WRITE_THEN_READ,failure,failure,mongo2,268,199,local,1,False,0.54,True,True,
269,1789626926.598996,client_A,WRITE_THEN_READ,failure,failure,mongo2,269,199,local,1,False,0.41,True,True,
270,1789626926.5995088,client_A,WRITE_THEN_READ,failure,failure,mongo2,270,199,local,1,False,0.51,True,True,
271,1789626926.599999,client_A,WRITE_THEN_READ,failure,failure,mongo2,271,199,local,1,False,0.49,True,True,
272,1789626926.6005359,client_A,WRITE_THEN_READ,failure,failure,mongo2,272,199,local,1,False,0.53,True,True,
273,1789626926.6010146,client_A,WRITE_THEN_READ,failure,failure,mongo2,273,199,local,1,False,0.48,True,True,
274,1789626926.6015577,client_A,WRITE_THEN_READ,failure,failure,mongo2,274,199,local,1,False,0.54,True,True,
275,1789626926.6020648,client_A,WRITE_THEN_READ,failure,failure,mongo2,275,199,local,1,False,0.51,True,True,
276,1789626926.6026232,client_A,WRITE_THEN_READ,failure,failure,mongo2,276,199,local,1,False,0.56,True,True,
277,1789626926.6032128,client_A,WRITE_THEN_READ,failure,failure,mongo2,277,199,local,1,False,0.59,True,True,
278,1789626926.6036782,client_A,WRITE_THEN_READ,failure,failure,mongo2,278,199,local,1,False,0.46,True,True,
279,1789626926.6041622,client_A,WRITE_THEN_READ,failure,failure,mongo2,279,199,local,1,False,0.48,True,True,
280,1789626926.6046076,client_A,WRITE_THEN_READ,failure,failure,mongo2,280,199,local,1,False,0.44,True,True,
281,1789626926.6051197,client_A,WRITE_THEN_READ,failure,failure,mongo2,281,199,local,1,False,0.51,True,True,
282,1789626926.6056044,client_A,WRITE_THEN_READ,failure,failure,mongo2,282,199,local,1,False,0.48,True,True,
283,1789626926.6061778,client_A,WRITE_THEN_READ,failure,failure,mongo2,283,199,local,1,False,0.57,True,True,
284,1789626926.6067252,client_A,WRITE_THEN_READ,failure,failure,mongo2,284,199,local,1,False,0.55,True,True,
285,1789626926.6071846,client_A,WRITE_THEN_READ,failure,failure,mongo2,285,199,local,1,False,0.46,True,True,
286,1789626926.6076262,client_A,WRITE_THEN_READ,failure,failure,mongo2,286,199,local,1,False,0.44,True,True,
287,1789626926.608062,client_A,WRITE_THEN_READ,failure,failure,mongo2,287,199,local,1,False,0.43,True,True,
288,1789626926.6085076,client_A,WRITE_THEN_READ,failure,failure,mongo2,288,199,local,1,False,0.44,True,True,
289,1789626926.6089602,client_A,WRITE_THEN_READ,failure,failure,mongo2,289,199,local,1,False,0.45,True,True,
290,1789626926.6094415,client_A,WRITE_THEN_READ,failure,failure,mongo2,290,199,local,1,False,0.48,True,True,
291,1789626926.609942,client_A,WRITE_THEN_READ,failure,failure,mongo2,291,199,local,1,False,0.5,True,True,
292,1789626926.61051,client_A,WRITE_THEN_READ,failure,failure,mongo2,292,199,local,1,False,0.57,True,True,
293,1789626926.610986,client_A,WRITE_THEN_READ,failure,failure,mongo2,293,199,local,1,False,0.47,True,True,
294,1789626926.6115212,client_A,WRITE_THEN_READ,failure,failure,mongo2,294,199,local,1,False,0.53,True,True,
295,1789626926.6120002,client_A,WRITE_THEN_READ,failure,failure,mongo2,295,199,local,1,False,0.48,True,True,
296,1789626926.6124809,client_A,WRITE_THEN_READ,failure,failure,mongo2,296,199,local,1,False,0.48,True,True,
297,1789626926.6129355,client_A,WRITE_THEN_READ,failure,failure,mongo2,297,199,local,1,False,0.45,True,True,
298,1789626926.6134803,client_A,WRITE_THEN_READ,failure,failure,mongo2,298,199,local,1,False,0.54,True,True,
299,1789626926.6139476,client_A,WRITE_THEN_READ,failure,failure,mongo2,299,199,local,1,False,0.47,True,True,
300,1789626926.6145034,client_A,WRITE_THEN_READ,failure,failure,mongo2,300,199,local,1,False,0.55,True,True,
301,1789626926.615098,client_A,WRITE_THEN_READ,failure,failure,mongo2,301,199,local,1,False,0.58,True,True,
302,1789626926.6155488,client_A,WRITE_THEN_READ,failure,failure,mongo2,302,199,local,1,False,0.45,True,True,
303,1789626926.6159945,client_A,WRITE_THEN_READ,failure,failure,mongo2,303,199,local,1,False,0.44,True,True,
304,1789626926.6164603,client_A,WRITE_THEN_READ,failure,failure,mongo2,304,199,local,1,False,0.46,True,True,
305,1789626926.6169116,client_A,WRITE_THEN_READ,failure,failure,mongo2,305,199,local,1,False,0.45,True,True,
306,1789626926.6173725,client_A,WRITE_THEN_READ,failure,failure,mongo2,306,199,local,1,False,0.46,True,True,
307,1789626926.6178315,client_A,WRITE_THEN_READ,failure,failure,mongo2,307,199,local,1,False,0.46,True,True,
308,1789626926.6183374,client_A,WRITE_THEN_READ,failure,failure,mongo2,308,199,local,1,False,0.5,True,True,
309,1789626926.6188087,client_A,WRITE_THEN_READ,failure,failure,mongo2,309,199,local,1,False,0.47,True,True,
310,1789626926.6192865,client_A,WRITE_THEN_READ,failure,failure,mongo2,310,199,local,1,False,0.48,True,True,
311,1789626926.6197395,client_A,WRITE_THEN_READ,failure,failure,mongo2,311,199,local,1,False,0.45,True,True,
312,1789626926.6202245,client_A,WRITE_THEN_READ,failure,failure,mongo2,312,199,local,1,False,0.48,True,True,
313,1789626926.6207192,client_A,WRITE_THEN_READ,failure,failure,mongo2,313,199,local,1,False,0.49,True,True,
314,1789626926.6212633,client_A,WRITE_THEN_READ,failure,failure,mongo2,314,199,local,1,False,0.54,True,True,
315,1789626926.6217356,client_A,WRITE_THEN_READ,failure,failure,mongo2,315,199,local,1,False,0.47,True,True,
316,1789626926.6222503,client_A,WRITE_THEN_READ,failure,failure,mongo2,316,199,local,1,False,0.51,True,True,
317,1789626926.6228168,client_A,WRITE_THEN_READ,failure,failure,mongo2,317,199,local,1,False,0.56,True,True,
318,1789626926.6233108,client_A,WRITE_THEN_READ,failure,failure,mongo2,318,199,local,1,False,0.49,True,True,
319,1789626926.6237845,client_A,WRITE_THEN_READ,failure,failure,mongo2,319,199,local,1,False,0.47,True,True,
320,1789626926.6242335,client_A,WRITE_THEN_READ,failure,failure,mongo2,320,199,local,1,False,0.45,True,True,
321,1789626926.6247642,client_A,WRITE_THEN_READ,failure,failure,mongo2,321,199,local,1,False,0.53,True,True,
322,1789626926.6252174,client_A,WRITE_THEN_READ,failure,failure,mongo2,322,199,local,1,False,0.45,True,True,
323,1789626926.6257741,client_A,WRITE_THEN_READ,failure,failure,mongo2,323,199,local,1,False,0.55,True,True,
324,1789626926.626265,client_A,WRITE_THEN_READ,failure,failure,mongo2,324,199,local,1,False,0.49,True,True,
325,1789626926.6267784,client_A,WRITE_THEN_READ,failure,failure,mongo2,325,199,local,1,False,0.51,True,True,
326,1789626926.6272283,client_A,WRITE_THEN_READ,failure,failure,mongo2,326,199,local,1,False,0.45,True,True,
327,1789626926.6277273,client_A,WRITE_THEN_READ,failure,failure,mongo2,327,199,local,1,False,0.5,True,True,
328,1789626926.6281712,client_A,WRITE_THEN_READ,failure,failure,mongo2,328,199,local,1,False,0.44,True,True,
329,1789626926.628654,client_A,WRITE_THEN_READ,failure,failure,mongo2,329,199,local,1,False,0.48,True,True,
330,1789626926.6290884,client_A,WRITE_THEN_READ,failure,failure,mongo2,330,199,local,1,False,0.43,True,True,
331,1789626926.6295915,client_A,WRITE_THEN_READ,failure,failure,mongo2,331,199,local,1,False,0.5,True,True,
332,1789626926.630062,client_A,WRITE_THEN_READ,failure,failure,mongo2,332,199,local,1,False,0.47,True,True,
333,1789626926.6305935,client_A,WRITE_THEN_READ,failure,failure,mongo2,333,199,local,1,False,0.53,True,True,
334,1789626926.631056,client_A,WRITE_THEN_READ,failure,failure,mongo2,334,199,local,1,False,0.46,True,True,
335,1789626926.6315677,client_A,WRITE_THEN_READ,failure,failure,mongo2,335,199,local,1,False,0.51,True,True,
336,1789626926.6320333,client_A,WRITE_THEN_READ,failure,failure,mongo2,336,199,local,1,False,0.46,True,True,
337,1789626926.6324627,client_A,WRITE_THEN_READ,failure,failure,mongo2,337,199,local,1,False,0.43,True,True,
338,1789626926.6329813,client_A,WRITE_THEN_READ,failure,failure,mongo2,338,199,local,1,False,0.52,True,True,
339,1789626926.6335235,client_A,WRITE_THEN_READ,failure,failure,mongo2,339,199,local,1,False,0.54,True,True,
340,1789626926.6339896,client_A,WRITE_THEN_READ,failure,failure,mongo2,340,199,local,1,False,0.46,True,True,
341,1789626926.6345067,client_A,WRITE_THEN_READ,failure,failure,mongo2,341,199,local,1,False,0.52,True,True,
342,1789626926.6349573,client_A,WRITE_THEN_READ,failure,failure,mongo2,342,199,local,1,False,0.45,True,True,
343,1789626926.635382,client_A,WRITE_THEN_READ,failure,failure,mongo2,343,199,local,1,False,0.42,True,True,
344,1789626926.6358578,client_A,WRITE_THEN_READ,failure,failure,mongo2,344,199,local,1,False,0.47,True,True,
345,1789626926.6363475,client_A,WRITE_THEN_READ,failure,failure,mongo2,345,199,local,1,False,0.49,True,True,
346,1789626926.6368377,client_A,WRITE_THEN_READ,failure,failure,mongo2,346,199,local,1,False,0.49,True,True,
347,1789626926.6373274,client_A,WRITE_THEN_READ,failure,failure,mongo2,347,199,local,1,False,0.49,True,True,
348,1789626926.6378295,client_A,WRITE_THEN_READ,failure,failure,mongo2,348,199,local,1,False,0.5,True,True,
349,1789626926.638356,client_A,WRITE_THEN_READ,failure,failure,mongo2,349,199,local,1,False,0.52,True,True,
350,1789626926.6388373,client_A,WRITE_THEN_READ,failure,failure,mongo2,350,199,local,1,False,0.48,True,True,
351,1789626926.6393087,client_A,WRITE_THEN_READ,failure,failure,mongo2,351,199,local,1,False,0.47,True,True,
352,1789626926.6398025,client_A,WRITE_THEN_READ,failure,failure,mongo2,352,199,local,1,False,0.49,True,True,
353,1789626926.640306,client_A,WRITE_THEN_READ,failure,failure,mongo2,353,199,local,1,False,0.5,True,True,
354,1789626926.640787,client_A,WRITE_THEN_READ,failure,failure,mongo2,354,199,local,1,False,0.48,True,True,
355,1789626926.6412396,client_A,WRITE_THEN_READ,failure,failure,mongo2,355,199,local,1,False,0.45,True,True,
356,1789626926.641738,client_A,WRITE_THEN_READ,failure,failure,mongo2,356,199,local,1,False,0.5,True,True,
357,1789626926.642198,client_A,WRITE_THEN_READ,failure,failure,mongo2,357,199,local,1,False,0.46,True,True,
358,1789626926.6427233,client_A,WRITE_THEN_READ,failure,failure,mongo2,358,199,local,1,False,0.52,True,True,
359,1789626926.643241,client_A,WRITE_THEN_READ,failure,failure,mongo2,359,199,local,1,False,0.52,True,True,
360,1789626926.643682,client_A,WRITE_THEN_READ,failure,failure,mongo2,360,199,local,1,False,0.44,True,True,
361,1789626926.6441498,client_A,WRITE_THEN_READ,failure,failure,mongo2,361,199,local,1,False,0.47,True,True,
362,1789626926.6446764,client_A,WRITE_THEN_READ,failure,failure,mongo2,362,199,local,1,False,0.52,True,True,
363,1789626926.6451507,client_A,WRITE_THEN_READ,failure,failure,mongo2,363,199,local,1,False,0.47,True,True,
364,1789626926.6456575,client_A,WRITE_THEN_READ,failure,failure,mongo2,364,199,local,1,False,0.5,True,True,
365,1789626926.646127,client_A,WRITE_THEN_READ,failure,failure,mongo2,365,199,local,1,False,0.47,True,True,
366,1789626926.6466665,client_A,WRITE_THEN_READ,failure,failure,mongo2,366,199,local,1,False,0.54,True,True,
367,1789626926.6471703,client_A,WRITE_THEN_READ,failure,failure,mongo2,367,199,local,1,False,0.5,True,True,
368,1789626926.647649,client_A,WRITE_THEN_READ,failure,failure,mongo2,368,199,local,1,False,0.48,True,True,
369,1789626926.6480742,client_A,WRITE_THEN_READ,failure,failure,mongo2,369,199,local,1,False,0.42,True,True,
370,1789626926.6485388,client_A,WRITE_THEN_READ,failure,failure,mongo2,370,199,local,1,False,0.46,True,True,
371,1789626926.6490092,client_A,WRITE_THEN_READ,failure,failure,mongo2,371,199,local,1,False,0.47,True,True,
372,1789626926.649516,client_A,WRITE_THEN_READ,failure,failure,mongo2,372,199,local,1,False,0.51,True,True,
373,1789626926.6500022,client_A,WRITE_THEN_READ,failure,failure,mongo2,373,199,local,1,False,0.48,True,True,
374,1789626926.650537,client_A,WRITE_THEN_READ,failure,failure,mongo2,374,199,local,1,False,0.53,True,True,
375,1789626926.6509864,client_A,WRITE_THEN_READ,failure,failure,mongo2,375,199,local,1,False,0.45,True,True,
376,1789626926.651471,client_A,WRITE_THEN_READ,failure,failure,mongo2,376,199,local,1,False,0.48,True,True,
377,1789626926.6519494,client_A,WRITE_THEN_READ,failure,failure,mongo2,377,199,local,1,False,0.48,True,True,
378,1789626926.6524026,client_A,WRITE_THEN_READ,failure,failure,mongo2,378,199,local,1,False,0.45,True,True,
379,1789626926.6528609,client_A,WRITE_THEN_READ,failure,failure,mongo2,379,199,local,1,False,0.46,True,True,
380,1789626926.6533527,client_A,WRITE_THEN_READ,failure,failure,mongo2,380,199,local,1,False,0.49,True,True,
381,1789626926.6538472,client_A,WRITE_THEN_READ,failure,failure,mongo2,381,199,local,1,False,0.49,True,True,
382,1789626926.6543753,client_A,WRITE_THEN_READ,failure,failure,mongo2,382,199,local,1,False,0.53,True,True,
383,1789626926.6548138,client_A,WRITE_THEN_READ,failure,failure,mongo2,383,199,local,1,False,0.44,True,True,
384,1789626926.6553404,client_A,WRITE_THEN_READ,failure,failure,mongo2,384,199,local,1,False,0.52,True,True,
385,1789626926.6558416,client_A,WRITE_THEN_READ,failure,failure,mongo2,385,199,local,1,False,0.5,True,True,
386,1789626926.6562908,client_A,WRITE_THEN_READ,failure,failure,mongo2,386,199,local,1,False,0.45,True,True,
387,1789626926.6567323,client_A,WRITE_THEN_READ,failure,failure,mongo2,387,199,local,1,False,0.44,True,True,
388,1789626926.6572347,client_A,WRITE_THEN_READ,failure,failure,mongo2,388,199,local,1,False,0.5,True,True,
389,1789626926.6576917,client_A,WRITE_THEN_READ,failure,failure,mongo2,389,199,local,1,False,0.46,True,True,
390,1789626926.658144,client_A,WRITE_THEN_READ,failure,failure,mongo2,390,199,local,1,False,0.45,True,True,
391,1789626926.658701,client_A,WRITE_THEN_READ,failure,failure,mongo2,391,199,local,1,False,0.56,True,True,
392,1789626926.6591635,client_A,WRITE_THEN_READ,failure,failure,mongo2,392,199,local,1,False,0.46,True,True,
393,1789626926.6596105,client_A,WRITE_THEN_READ,failure,failure,mongo2,393,199,local,1,False,0.45,True,True,
394,1789626926.6601057,client_A,WRITE_THEN_READ,failure,failure,mongo2,394,199,local,1,False,0.49,True,True,
395,1789626926.6605527,client_A,WRITE_THEN_READ,failure,failure,mongo2,395,199,local,1,False,0.45,True,True,
396,1789626926.66105,client_A,WRITE_THEN_READ,failure,failure,mongo2,396,199,local,1,False,0.5,True,True,
397,1789626926.6615214,client_A,WRITE_THEN_READ,failure,failure,mongo2,397,199,local,1,False,0.47,True,True,
398,1789626926.6620457,client_A,WRITE_THEN_READ,failure,failure,mongo2,398,199,local,1,False,0.52,True,True,
399,1789626926.6625724,client_A,WRITE_THEN_READ,failure,failure,mongo2,399,199,local,1,False,0.53,True,True,
400,1789626926.6631258,client_A,WRITE_THEN_READ,failure,failure,mongo2,400,199,local,1,False,0.55,True,True,
401,1789626926.663703,client_A,WRITE_THEN_READ,failure,failure,mongo2,401,199,local,1,False,0.56,True,True,
402,1789626926.6641886,client_A,WRITE_THEN_READ,failure,failure,mongo2,402,199,local,1,False,0.48,True,True,
403,1789626926.6646764,client_A,WRITE_THEN_READ,failure,failure,mongo2,403,199,local,1,False,0.49,True,True,
404,1789626926.6651678,client_A,WRITE_THEN_READ,failure,failure,mongo2,404,199,local,1,False,0.49,True,True,
405,1789626926.6655955,client_A,WRITE_THEN_READ,failure,failure,mongo2,405,199,local,1,False,0.43,True,True,
406,1789626926.6660526,client_A,WRITE_THEN_READ,failure,failure,mongo2,406,199,local,1,False,0.46,True,True,
407,1789626926.666569,client_A,WRITE_THEN_READ,failure,failure,mongo2,407,199,local,1,False,0.51,True,True,
408,1789626926.6670456,client_A,WRITE_THEN_READ,failure,failure,mongo2,408,199,local,1,False,0.47,True,True,
409,1789626926.6675196,client_A,WRITE_THEN_READ,failure,failure,mongo2,409,199,local,1,False,0.47,True,True,
410,1789626926.6679482,client_A,WRITE_THEN_READ,failure,failure,mongo2,410,199,local,1,False,0.43,True,True,
411,1789626926.6683965,client_A,WRITE_THEN_READ,failure,failure,mongo2,411,199,local,1,False,0.45,True,True,
412,1789626926.6688607,client_A,WRITE_THEN_READ,failure,failure,mongo2,412,199,local,1,False,0.46,True,True,
413,1789626926.6693525,client_A,WRITE_THEN_READ,failure,failure,mongo2,413,199,local,1,False,0.49,True,True,
414,1789626926.6698546,client_A,WRITE_THEN_READ,failure,failure,mongo2,414,199,local,1,False,0.5,True,True,
415,1789626926.6703763,client_A,WRITE_THEN_READ,failure,failure,mongo2,415,199,local,1,False,0.52,True,True,
416,1789626926.6708796,client_A,WRITE_THEN_READ,failure,failure,mongo2,416,199,local,1,False,0.5,True,True,
417,1789626926.6713428,client_A,WRITE_THEN_READ,failure,failure,mongo2,417,199,local,1,False,0.46,True,True,
418,1789626926.6718142,client_A,WRITE_THEN_READ,failure,failure,mongo2,418,199,local,1,False,0.47,True,True,
419,1789626926.6723025,client_A,WRITE_THEN_READ,failure,failure,mongo2,419,199,local,1,False,0.49,True,True,
420,1789626926.6728024,client_A,WRITE_THEN_READ,failure,failure,mongo2,420,199,local,1,False,0.5,True,True,
421,1789626926.6733265,client_A,WRITE_THEN_READ,failure,failure,mongo2,421,199,local,1,False,0.52,True,True,
422,1789626926.6738591,client_A,WRITE_THEN_READ,failure,failure,mongo2,422,199,local,1,False,0.53,True,True,
423,1789626926.6744108,client_A,WRITE_THEN_READ,failure,failure,mongo2,423,199,local,1,False,0.55,True,True,
424,1789626926.6748993,client_A,WRITE_THEN_READ,failure,failure,mongo2,424,199,local,1,False,0.49,True,True,
425,1789626926.6753516,client_A,WRITE_THEN_READ,failure,failure,mongo2,425,199,local,1,False,0.45,True,True,
426,1789626926.6757724,client_A,WRITE_THEN_READ,failure,failure,mongo2,426,199,local,1,False,0.42,True,True,
427,1789626926.676265,client_A,WRITE_THEN_READ,failure,failure,mongo2,427,199,local,1,False,0.49,True,True,
428,1789626926.676746,client_A,WRITE_THEN_READ,failure,failure,mongo2,428,199,local,1,False,0.48,True,True,
429,1789626926.6772668,client_A,WRITE_THEN_READ,failure,failure,mongo2,429,199,local,1,False,0.52,True,True,
430,1789626926.677789,client_A,WRITE_THEN_READ,failure,failure,mongo2,430,199,local,1,False,0.52,True,True,
431,1789626926.678414,client_A,WRITE_THEN_READ,failure,failure,mongo2,431,199,local,1,False,0.62,True,True,
432,1789626926.6788821,client_A,WRITE_THEN_READ,failure,failure,mongo2,432,199,local,1,False,0.47,True,True,
433,1789626926.6793478,client_A,WRITE_THEN_READ,failure,failure,mongo2,433,199,local,1,False,0.46,True,True,
434,1789626926.6798368,client_A,WRITE_THEN_READ,failure,failure,mongo2,434,199,local,1,False,0.49,True,True,
435,1789626926.6803617,client_A,WRITE_THEN_READ,failure,failure,mongo2,435,199,local,1,False,0.52,True,True,
436,1789626926.6808407,client_A,WRITE_THEN_READ,failure,failure,mongo2,436,199,local,1,False,0.48,True,True,
437,1789626926.6813679,client_A,WRITE_THEN_READ,failure,failure,mongo2,437,199,local,1,False,0.53,True,True,
438,1789626926.68183,client_A,WRITE_THEN_READ,failure,failure,mongo2,438,199,local,1,False,0.46,True,True,
439,1789626926.682296,client_A,WRITE_THEN_READ,failure,failure,mongo2,439,199,local,1,False,0.46,True,True,
440,1789626926.6827748,client_A,WRITE_THEN_READ,failure,failure,mongo2,440,199,local,1,False,0.48,True,True,
441,1789626926.6833034,client_A,WRITE_THEN_READ,failure,failure,mongo2,441,199,local,1,False,0.53,True,True,
442,1789626926.6838162,client_A,WRITE_THEN_READ,failure,failure,mongo2,442,199,local,1,False,0.51,True,True,
443,1789626926.6842628,client_A,WRITE_THEN_READ,failure,failure,mongo2,443,199,local,1,False,0.44,True,True,
444,1789626926.6847408,client_A,WRITE_THEN_READ,failure,failure,mongo2,444,199,local,1,False,0.48,True,True,
445,1789626926.6852624,client_A,WRITE_THEN_READ,failure,failure,mongo2,445,199,local,1,False,0.52,True,True,
446,1789626926.6856973,client_A,WRITE_THEN_READ,failure,failure,mongo2,446,199,local,1,False,0.43,True,True,
447,1789626926.6861496,client_A,WRITE_THEN_READ,failure,failure,mongo2,447,199,local,1,False,0.45,True,True,
448,1789626926.68668,client_A,WRITE_THEN_READ,failure,failure,mongo2,448,199,local,1,False,0.53,True,True,
449,1789626926.6871448,client_A,WRITE_THEN_READ,failure,failure,mongo2,449,199,local,1,False,0.46,True,True,
450,1789626926.687636,client_A,WRITE_THEN_READ,failure,failure,mongo2,450,199,local,1,False,0.49,True,True,
451,1789626926.688114,client_A,WRITE_THEN_READ,failure,failure,mongo2,451,199,local,1,False,0.48,True,True,
452,1789626926.6886148,client_A,WRITE_THEN_READ,failure,failure,mongo2,452,199,local,1,False,0.5,True,True,
453,1789626926.6893127,client_A,WRITE_THEN_READ,failure,failure,mongo2,453,199,local,1,False,0.7,True,True,
454,1789626926.689759,client_A,WRITE_THEN_READ,failure,failure,mongo2,454,199,local,1,False,0.44,True,True,
455,1789626926.6904063,client_A,WRITE_THEN_READ,failure,failure,mongo2,455,199,local,1,False,0.65,True,True,
456,1789626926.6908574,client_A,WRITE_THEN_READ,failure,failure,mongo2,456,199,local,1,False,0.45,True,True,
457,1789626926.691342,client_A,WRITE_THEN_READ,failure,failure,mongo2,457,199,local,1,False,0.48,True,True,
458,1789626926.691842,client_A,WRITE_THEN_READ,failure,failure,mongo2,458,199,local,1,False,0.5,True,True,
459,1789626926.6923769,client_A,WRITE_THEN_READ,failure,failure,mongo2,459,199,local,1,False,0.53,True,True,
460,1789626926.692929,client_A,WRITE_THEN_READ,failure,failure,mongo2,460,199,local,1,False,0.55,True,True,
461,1789626926.6934617,client_A,WRITE_THEN_READ,failure,failure,mongo2,461,199,local,1,False,0.53,True,True,
462,1789626926.6939404,client_A,WRITE_THEN_READ,failure,failure,mongo2,462,199,local,1,False,0.48,True,True,
463,1789626926.6944325,client_A,WRITE_THEN_READ,failure,failure,mongo2,463,199,local,1,False,0.49,True,True,
464,1789626926.6949153,client_A,WRITE_THEN_READ,failure,failure,mongo2,464,199,local,1,False,0.48,True,True,
465,1789626926.6953745,client_A,WRITE_THEN_READ,failure,failure,mongo2,465,199,local,1,False,0.46,True,True,
466,1789626926.6958373,client_A,WRITE_THEN_READ,failure,failure,mongo2,466,199,local,1,False,0.46,True,True,
467,1789626926.6962702,client_A,WRITE_THEN_READ,failure,failure,mongo2,467,199,local,1,False,0.43,True,True,
468,1789626926.696752,client_A,WRITE_THEN_READ,failure,failure,mongo2,468,199,local,1,False,0.48,True,True,
469,1789626926.6972795,client_A,WRITE_THEN_READ,failure,failure,mongo2,469,199,local,1,False,0.53,True,True,
470,1789626926.6978183,client_A,WRITE_THEN_READ,failure,failure,mongo2,470,199,local,1,False,0.54,True,True,
471,1789626926.6983583,client_A,WRITE_THEN_READ,failure,failure,mongo2,471,199,local,1,False,0.54,True,True,
472,1789626926.6988351,client_A,WRITE_THEN_READ,failure,failure,mongo2,472,199,local,1,False,0.47,True,True,
473,1789626926.6993165,client_A,WRITE_THEN_READ,failure,failure,mongo2,473,199,local,1,False,0.48,True,True,
474,1789626926.6997676,client_A,WRITE_THEN_READ,failure,failure,mongo2,474,199,local,1,False,0.45,True,True,
475,1789626926.7002358,client_A,WRITE_THEN_READ,failure,failure,mongo2,475,199,local,1,False,0.47,True,True,
476,1789626926.7007318,client_A,WRITE_THEN_READ,failure,failure,mongo2,476,199,local,1,False,0.49,True,True,
477,1789626926.7012184,client_A,WRITE_THEN_READ,failure,failure,mongo2,477,199,local,1,False,0.49,True,True,
478,1789626926.7016773,client_A,WRITE_THEN_READ,failure,failure,mongo2,478,199,local,1,False,0.46,True,True,
479,1789626926.7021706,client_A,WRITE_THEN_READ,failure,failure,mongo2,479,199,local,1,False,0.49,True,True,
480,1789626926.7026896,client_A,WRITE_THEN_READ,failure,failure,mongo2,480,199,local,1,False,0.52,True,True,
481,1789626926.70316,client_A,WRITE_THEN_READ,failure,failure,mongo2,481,199,local,1,False,0.47,True,True,
482,1789626926.703614,client_A,WRITE_THEN_READ,failure,failure,mongo2,482,199,local,1,False,0.45,True,True,
483,1789626926.704138,client_A,WRITE_THEN_READ,failure,failure,mongo2,483,199,local,1,False,0.52,True,True,
484,1789626926.704561,client_A,WRITE_THEN_READ,failure,failure,mongo2,484,199,local,1,False,0.42,True,True,
485,1789626926.7049935,client_A,WRITE_THEN_READ,failure,failure,mongo2,485,199,local,1,False,0.43,True,True,
486,1789626926.7055156,client_A,WRITE_THEN_READ,failure,failure,mongo2,486,199,local,1,False,0.52,True,True,
487,1789626926.7060356,client_A,WRITE_THEN_READ,failure,failure,mongo2,487,199,local,1,False,0.52,True,True,
488,1789626926.7065942,client_A,WRITE_THEN_READ,failure,failure,mongo2,488,199,local,1,False,0.56,True,True,
489,1789626926.7070718,client_A,WRITE_THEN_READ,failure,failure,mongo2,489,199,local,1,False,0.48,True,True,
490,1789626926.7075424,client_A,WRITE_THEN_READ,failure,failure,mongo2,490,199,local,1,False,0.47,True,True,
491,1789626926.708061,client_A,WRITE_THEN_READ,failure,failure,mongo2,491,199,local,1,False,0.52,True,True,
492,1789626926.7085419,client_A,WRITE_THEN_READ,failure,failure,mongo2,492,199,local,1,False,0.48,True,True,
493,1789626926.7090533,client_A,WRITE_THEN_READ,failure,failure,mongo2,493,199,local,1,False,0.51,True,True,
494,1789626926.7095401,client_A,WRITE_THEN_READ,failure,failure,mongo2,494,199,local,1,False,0.49,True,True,
495,1789626926.7099938,client_A,WRITE_THEN_READ,failure,failure,mongo2,495,199,local,1,False,0.45,True,True,
496,1789626926.7105174,client_A,WRITE_THEN_READ,failure,failure,mongo2,496,199,local,1,False,0.52,True,True,
497,1789626926.7110384,client_A,WRITE_THEN_READ,failure,failure,mongo2,497,199,local,1,False,0.52,True,True,
498,1789626926.7115152,client_A,WRITE_THEN_READ,failure,failure,mongo2,498,199,local,1,False,0.48,True,True,
499,1789626926.7119396,client_A,WRITE_THEN_READ,failure,failure,mongo2,499,199,local,1,False,0.42,True,True,
500,1789626926.71246,client_A,WRITE_THEN_READ,failure,failure,mongo2,500,199,local,1,False,0.52,True,True,
501,1789626926.7130506,client_A,WRITE_THEN_READ,failure,failure,mongo2,501,199,local,1,False,0.58,True,True,
502,1789626926.7135751,client_A,WRITE_THEN_READ,failure,failure,mongo2,502,199,local,1,False,0.52,True,True,
503,1789626926.7140765,client_A,WRITE_THEN_READ,failure,failure,mongo2,503,199,local,1,False,0.5,True,True,
